Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCF_013266895	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1138	33	1	0	0	99.97	3.23	22.22
GCF_013267145	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.63	0.00
GCF_013303045	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1165	4	0	0	0	99.47	0.15	25.00
GCF_013336845	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	10	1	0	0	99.55	1.11	0.00
GCF_013336855	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.57	0.00
GCF_013336865	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1162	8	0	0	0	99.80	0.72	0.00
GCF_013336895	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	12	1	0	0	100.00	1.31	26.67
GCF_013336915	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	18	2	0	0	99.97	1.48	8.33
GCF_013336945	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	11	1	0	0	100.00	0.77	14.29
GCF_013336955	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1163	6	0	0	0	99.74	0.68	0.00
GCF_013336965	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.87	1.28	28.57
GCF_013336995	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1162	8	0	0	0	99.80	0.72	0.00
GCF_013337015	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1138	33	1	0	0	100.00	3.06	72.22
GCF_013337065	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.53	0.00
GCF_013337685	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	7	1	0	0	99.97	0.63	10.00
GCF_013345705	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	4	1	0	0	99.97	0.64	42.86
GCF_013360255	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.90	0.62	0.00
GCF_013368465	f__Enterobacteriaceae (UID5124)	134	1172	336	6	1157	8	0	1	0	99.11	0.86	0.00
GCF_013371705	f__Enterobacteriaceae (UID5124)	134	1172	336	6	1155	11	0	0	0	99.31	0.53	0.00
GCF_013389635	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1158	10	3	1	0	100.00	1.69	16.00
GCF_013390245	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1162	8	2	0	0	100.00	1.68	0.00
GCF_013395115	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1154	17	1	0	0	100.00	1.95	10.00
GCF_013425705	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1162	8	0	0	0	99.92	0.53	0.00
GCF_013458095	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.67	0.40	0.00
GCF_013589875	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1155	15	1	0	0	99.90	1.59	11.11
GCF_013590555	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1155	15	1	0	0	99.90	1.59	11.11
GCF_013604545	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1155	15	1	0	0	99.90	1.59	11.11
GCF_013612875	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1151	17	4	0	0	99.97	2.74	17.24
GCF_013614655	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1168	5	0	0	0	100.00	0.49	0.00
GCF_013615435	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1167	6	0	0	0	100.00	0.33	0.00
GCF_013618825	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1169	2	0	0	0	99.87	0.09	50.00
GCF_013705425	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	18	1	1	0	99.97	2.69	14.81
GCF_013706575	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	15	1	0	0	99.97	2.10	5.56
GCF_013707835	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1159	13	0	0	0	100.00	1.19	0.00
GCF_013724425	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	19	1	0	0	99.97	2.13	4.55
GCF_013724765	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	9	0	0	0	99.87	1.13	0.00
GCF_013724985	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.52	0.00
GCF_013725165	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1149	18	2	0	1	99.82	2.73	11.76
GCF_013725595	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1156	10	3	0	0	99.67	1.78	15.79
GCF_013726215	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.57	0.00
GCF_013726615	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1161	10	0	0	0	99.90	0.72	0.00
GCF_013727235	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1157	14	0	0	1	99.97	2.31	12.50
GCF_013727455	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1156	10	3	0	0	99.67	1.78	15.79
GCF_013728095	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1151	19	0	1	0	99.87	2.44	8.00
GCF_013728515	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	15	4	0	1	99.97	3.30	16.67
GCF_013729795	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	19	0	0	0	99.67	1.65	5.26
GCF_013729995	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	2	1	0	0	99.97	0.89	0.00
GCF_013730455	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	2	1	0	0	99.97	0.89	0.00
GCF_013731955	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.14	0.00
GCF_013732395	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	19	0	0	0	99.67	1.65	5.26
GCF_013733095	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1148	22	2	0	0	99.97	2.08	7.14
GCF_013737455	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1150	20	0	0	1	99.67	2.67	6.67
GCF_013738135	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1157	13	1	1	0	99.97	2.03	18.18
GCF_013738635	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1156	13	0	0	0	99.67	1.73	0.00
GCF_013738915	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	16	1	0	0	99.97	1.76	5.26
GCF_013739375	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.87	0.00
GCF_013739755	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1153	16	2	1	0	99.97	2.54	14.29
GCF_013740875	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	18	1	0	1	99.97	2.99	16.13
GCF_013741155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1153	14	4	0	1	99.97	3.16	19.51
GCF_013741395	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1158	14	0	0	0	100.00	1.04	0.00
GCF_013743055	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1150	16	0	0	1	99.60	2.53	9.68
GCF_013745755	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1158	13	1	0	0	99.97	1.82	12.50
GCF_013746155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1151	20	1	0	0	99.97	2.17	4.35
GCF_013746415	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1150	20	0	0	1	99.67	3.10	8.57
GCF_013747275	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1153	14	4	0	1	99.97	3.26	17.07
GCF_013747755	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1160	12	0	0	0	99.97	0.73	0.00
GCF_013748235	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.19	0.00
GCF_013748855	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.16	0.00
GCF_013749535	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.60	0.00
GCF_013751655	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	3	2	0	0	100.00	1.27	11.11
GCF_013751895	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	5	3	0	0	100.00	1.56	14.29
GCF_013781945	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.45	0.00
GCF_013781965	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1159	11	1	0	0	99.90	1.40	7.14
GCF_013781985	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	15	1	1	0	99.97	2.26	16.67
GCF_013782845	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1157	14	0	0	1	100.00	2.74	13.79
GCF_013783065	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	15	2	0	0	99.97	2.19	4.76
GCF_013784065	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.82	0.69	0.00
GCF_013784225	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1168	4	0	0	0	99.97	0.48	0.00
GCF_013784645	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1166	4	0	0	0	99.60	0.53	0.00
GCF_013785085	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.55	0.00
GCF_013785525	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.52	0.00
GCF_013786025	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.50	0.00
GCF_013786145	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1151	20	1	0	0	100.00	2.63	8.70
GCF_013786205	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1157	15	0	0	0	99.97	1.25	0.00
GCF_013786345	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1163	10	0	0	0	100.00	0.69	0.00
GCF_013786565	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1152	18	1	0	0	99.98	2.02	9.52
GCF_013790265	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.43	0.00
GCF_013790835	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1151	20	1	0	0	99.97	2.17	4.35
GCF_013791065	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.43	0.00
GCF_013791465	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1155	16	0	1	0	99.97	2.20	9.09
GCF_013791615	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.33	75.00
GCF_013792125	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	13	0	0	0	99.97	1.59	15.38
GCF_013792365	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	8	0	0	0	100.00	0.91	12.50
GCF_013794885	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1153	18	0	0	0	99.67	1.35	5.56
GCF_013796805	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	15	1	0	0	99.97	1.72	5.56
GCF_013797345	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.77	0.00
GCF_013797615	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	9	0	0	0	99.67	0.77	0.00
GCF_013798115	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.86	0.00
GCF_013798355	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1157	13	1	0	0	99.67	1.84	0.00
GCF_013801705	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.60	0.00
GCF_013814485	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1162	10	0	0	0	99.97	0.75	0.00
GCF_013815045	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.84	0.00
GCF_013816335	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.87	0.72	0.00
GCF_013816515	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1148	22	2	0	0	99.97	1.89	3.57
GCF_013816655	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.87	0.72	0.00
GCF_013816795	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1169	3	0	0	0	99.97	0.24	0.00
GCF_013821695	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.57	0.00
GCF_013826265	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1168	3	0	0	0	99.87	0.17	0.00
GCF_013826505	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	5	0	0	0	99.87	0.33	0.00
GCF_013828645	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.55	0.00
GCF_013836145	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1170	3	0	0	0	100.00	0.15	0.00
GCF_013874155	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1163	8	1	0	0	100.00	0.82	0.00
GCF_013882995	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.55	0.00
GCF_013883595	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.55	0.00
GCF_013889015	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1169	4	0	0	0	100.00	0.20	0.00
GCF_013889875	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1169	4	0	0	0	100.00	0.20	0.00
GCF_013890155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_013890595	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1167	5	0	0	0	99.97	0.22	0.00
GCF_013899035	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.87	0.78	0.00
GCF_013899325	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1165	6	0	0	0	99.87	0.45	0.00
GCF_013899365	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.90	0.09	0.00
GCF_013899385	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1170	2	1	0	0	100.00	0.74	20.00
GCF_013899405	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1167	2	0	0	0	99.73	0.30	0.00
GCF_013899425	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1170	2	0	0	0	99.97	0.20	0.00
GCF_013925325	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1151	17	3	0	0	99.67	2.10	7.69
GCF_013925725	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	19	0	0	0	99.67	1.65	5.26
GCF_014101295	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.57	0.00
GCF_014101305	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.59	0.00
GCF_014103235	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	19	0	0	0	99.67	1.65	5.26
GCF_014103415	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1149	21	1	0	0	99.55	2.36	8.33
GCF_014103475	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	14	4	1	0	99.67	2.69	21.88
GCF_014103585	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	12	0	0	1	99.97	2.50	11.11
GCF_014103655	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1159	10	1	1	0	99.55	1.56	26.32
GCF_014103715	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1157	12	0	0	0	99.57	0.99	8.33
GCF_014103735	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	9	4	0	0	99.97	1.90	19.05
GCF_014103835	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	12	0	0	0	100.00	1.43	0.00
GCF_014103885	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1156	15	1	0	0	100.00	1.31	5.56
GCF_014104005	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1159	11	0	0	0	99.60	0.64	45.45
GCF_014104015	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1151	18	1	0	0	99.37	2.28	14.29
GCF_014104105	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1165	7	0	0	0	99.97	0.59	0.00
GCF_014104155	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1151	20	1	0	0	99.97	2.17	4.35
GCF_014104235	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	16	3	1	0	99.97	2.49	12.90
GCF_014104295	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	4	1	0	0	99.55	0.86	0.00
GCF_014104375	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1152	19	1	0	0	99.97	1.90	9.09
GCF_014104775	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.60	0.00
GCF_014105665	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	6	1	0	0	100.00	1.16	0.00
GCF_014169975	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1169	1	0	0	0	99.87	0.04	0.00
GCF_014170055	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_014189285	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.34	0.00
GCF_014189355	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.34	0.00
GCF_014189375	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1167	5	0	0	0	100.00	0.34	0.00
GCF_014218795	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.19	0.00
GCF_014230105	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1144	28	0	0	0	99.97	2.04	42.86
GCF_014230155	k__Bacteria (UID203)	5449	104	58	0	78	25	1	0	0	100.00	17.63	71.43
GCF_014230185	k__Bacteria (UID203)	5449	104	58	0	69	35	0	0	0	100.00	17.75	2.86
GCF_014230205	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1155	16	0	0	0	99.87	0.97	25.00
GCF_014332835	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	0.00
GCF_014332855	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1164	8	0	0	0	99.97	0.59	0.00
GCF_014332945	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1166	6	0	0	0	99.97	0.73	0.00
GCF_014333035	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1171	1	0	0	0	99.97	0.04	0.00
GCF_014333315	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.88	0.25	0.00
GCF_014337275	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	7	1	0	0	99.87	1.48	0.00
GCF_014337295	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1166	4	1	0	0	99.87	1.39	0.00
GCF_014337315	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	7	1	0	0	99.87	1.48	0.00
GCF_014337335	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1163	7	1	0	0	99.87	1.48	0.00
GCF_014596815	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1162	8	1	0	0	99.87	0.79	9.09
GCF_014596835	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.55	0.12	0.00
GCF_014596845	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.87	0.42	25.00
GCF_014596855	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1166	4	0	0	0	99.45	0.12	0.00
GCF_014596895	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1159	11	2	0	0	99.97	1.42	0.00
GCF_014679775	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1160	11	0	0	0	99.88	0.80	0.00
GCF_014712635	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	15	1	0	0	99.97	1.65	27.78
GCF_014725915	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1168	4	0	0	0	100.00	0.30	0.00
GCF_014802805	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1166	4	0	0	0	99.55	0.19	0.00
GCF_014802845	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.70	0.33	33.33
GCF_014802855	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1168	2	0	0	0	99.55	0.11	0.00
GCF_014802885	f__Enterobacteriaceae (UID5124)	134	1172	336	59	1051	39	21	2	0	93.85	7.29	79.82
GCF_014802905	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1164	7	1	0	0	100.00	1.20	20.00
GCF_014802925	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.70	0.26	33.33
GCF_014802945	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.70	0.26	33.33
GCF_014802955	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1168	3	0	0	0	99.70	0.26	33.33
GCF_014802965	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1160	10	1	0	0	99.70	1.43	15.38
GCF_014802995	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.26	33.33
GCF_014803025	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1160	11	1	0	0	100.00	1.47	14.29
GCF_014803045	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1170	2	0	0	0	100.00	0.11	0.00
GCF_014803055	f__Enterobacteriaceae (UID5124)	134	1172	336	42	1123	6	1	0	0	95.68	1.15	22.22
GCF_014803075	f__Enterobacteriaceae (UID5124)	134	1172	336	4	1146	22	0	0	0	99.55	1.68	13.64
GCF_014803105	f__Enterobacteriaceae (UID5124)	134	1172	336	36	1132	4	0	0	0	99.40	0.16	0.00
GCF_014803115	f__Enterobacteriaceae (UID5124)	134	1172	336	7	1163	2	0	0	0	98.66	0.11	0.00
GCF_014803145	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.70	0.11	0.00
GCF_014803165	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1161	10	1	0	0	100.00	1.43	15.38
GCF_014803175	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1159	9	2	0	0	99.98	1.76	26.67
GCF_014803195	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1160	9	0	0	0	99.69	0.42	55.56
GCF_014803225	f__Enterobacteriaceae (UID5124)	134	1172	336	16	1142	14	0	0	0	99.09	1.11	42.86
GCF_014803235	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.31	25.00
GCF_014803265	f__Enterobacteriaceae (UID5124)	134	1172	336	3	1163	5	1	0	0	99.68	0.41	50.00
GCF_014803275	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1163	4	0	0	0	99.62	0.23	25.00
GCF_014803285	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1165	2	0	0	0	99.11	0.11	0.00
GCF_014803315	f__Enterobacteriaceae (UID5124)	134	1172	336	143	1008	21	0	0	0	87.77	1.63	42.86
GCF_014803335	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1161	9	0	0	0	99.92	0.45	44.44
GCF_014855525	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.51	0.00
GCF_014855535	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1169	2	0	0	0	99.90	0.11	0.00
GCF_014855595	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.87	1.23	7.69
GCF_014855625	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1147	23	0	0	0	99.63	1.69	8.70
GCF_014855635	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1165	7	0	0	0	100.00	0.57	0.00
GCF_014855645	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1159	12	0	0	0	99.87	1.19	0.00
GCF_014855715	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1164	7	0	0	0	99.93	0.58	0.00
GCF_014855735	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1156	12	3	0	1	99.97	2.58	16.13
GCF_014855915	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1164	7	0	0	0	99.88	0.41	0.00
GCF_014855935	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1166	5	0	0	0	99.90	0.67	40.00
GCF_014855945	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1157	14	0	0	0	99.87	1.51	14.29
GCF_014855955	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.20	0.00
GCF_014855985	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1159	12	0	0	0	99.87	1.19	0.00
GCF_014856005	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1154	17	0	0	0	99.87	1.49	29.41
GCF_014856035	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1167	4	0	0	0	99.87	0.40	0.00
GCF_014856055	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1161	10	0	0	0	99.88	0.86	30.00
GCF_014856075	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.87	1.25	7.69
GCF_014856085	f__Enterobacteriaceae (UID5124)	134	1172	336	0	1169	3	0	0	0	100.00	0.38	0.00
GCF_014856095	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	13	0	0	0	99.87	1.25	7.69
GCF_014859035	f__Enterobacteriaceae (UID5124)	134	1173	336	4	1162	7	0	0	0	99.84	0.38	71.43
GCF_014901845	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1169	4	0	0	0	100.00	0.45	0.00
GCF_014901875	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1155	14	2	0	0	99.93	1.86	15.00
GCF_014902035	f__Enterobacteriaceae (UID5124)	134	1172	336	5	1153	14	0	0	0	99.40	1.04	21.43
GCF_014902055	f__Enterobacteriaceae (UID5124)	134	1173	336	1	1163	9	0	0	0	99.97	0.81	0.00
GCF_014903115	f__Enterobacteriaceae (UID5124)	134	1172	336	2	1159	11	0	0	0	99.95	0.74	0.00
GCF_014903125	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1161	9	0	0	0	99.84	0.59	11.11
GCF_014903475	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1167	4	0	0	0	99.90	0.45	0.00
GCF_014903525	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1152	19	0	0	0	99.55	1.41	31.58
GCF_014926275	f__Enterobacteriaceae (UID5124)	134	1172	336	1	1165	6	0	0	0	99.90	0.29	0.00
GCF_014931625	f__Enterobacteriaceae (UID5124)	134	1173	336	0	1171	1	1	0	0	100.00	0.14	25.00
GCF_015134935	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1163	7	0	0	0	99.57	0.74	0.00
GCF_015135075	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1157	12	1	0	0	99.57	1.92	13.33
GCF_015135215	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	12	1	0	0	99.87	2.07	13.33
GCF_015137095	f__Enterobacteriaceae (UID5124)	134	1173	336	3	1164	6	0	0	0	99.57	0.71	0.00
GCF_015137255	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	12	1	0	0	99.87	2.12	13.33
GCF_015138175	f__Enterobacteriaceae (UID5124)	134	1173	336	2	1158	12	1	0	0	99.87	2.07	13.33
