name	Metal	Biocide	Heat	Virulence	Acid
GCF_019584605	arsA,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_018439245	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004181995				iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_018446035	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE			
GCF_010588075				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_014855945	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_013336915	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrC,nirA,nirB,nirD,pcoA,pcoR,silA,silP,silR	qacEdelta1			
GCF_018421175	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_009664065	merA,merC,merD,merE,merP,merR,merT,pcoS,terD,terW,terZ	qacEdelta1			
GCF_016501555				iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_005281115	arsA,arsD,arsR				
GCF_002151785	arsA,arsB,arsC,arsD,arsR,merR,merT				
GCF_015666935	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_001037505	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
ERQ0186	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_018422995	merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_014803055	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_014169975	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoR,silA,silP,silR	qacEdelta1			
GCF_014596845	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014859035	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014802995	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_016906145	arsA,arsD,arsR				
GCF_013730455	arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014802945	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_009295665	arsA,arsD,arsR,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_008693945				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_014596855					
GCF_018439745	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_016505085	merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_019661085	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_008693645	arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR	qacG2			
GCF_000692115	arsA,arsD,arsR,merP,merR,merT,ncrB,ncrC,ncrY,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1		ybtP,ybtQ	
GCF_003362775	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacEdelta1			
GCF_001413125	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_016894025					
GCF_020889185	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrC,nirA,nirB,nirD,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silC,silE,silP,silR,silS	qacEdelta1,qacL			
GCF_016504015					
GCF_018444505	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_013726215	arsA,arsD,arsR				
GCF_020593155	arsA,arsD,arsR			ybtP,ybtQ	
GCF_000982845	arsA,arsD,arsR				
GCF_009647535					
GCF_019731375	arsA,arsD,arsR,merC,merP,merR,merT,silA,silC,silE,silF,silR				
GCF_001022685	arsR,merA,merD,merE,merR,merT,terD,terW,terZ	qacEdelta1			
GCF_003665675	arsD,arsR,pcoA,pcoR,silA,silP,silR				
GCF_009910785	arsA,arsD,arsR				
GCF_004331635	arsA,arsD,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_009881155	arsA,arsD,arsR				
GCF_014802845	arsA,arsD,arsR,merC,merP,merR,merT,ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terB,terC,terD,terE	qacEdelta1	hsp20		
GCF_016504005	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004305705	arsA,arsR,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,silA,silC,silE,silR,terD,terW,terZ				
GCF_016502965	ncrA,ncrB,ncrC		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_013747275	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_015134935	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002114305		qacEdelta1			
GCF_905232395		qacEdelta1			
GCF_019270235					
GCF_016500765	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,trxLHR,yfdX1,yfdX2		
GCF_016507635	arsA,arsD,arsR				
GCF_016406035	arsA,arsD,arsR				
GCF_016503265	ncrA,ncrB,ncrC,ncrY,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_900079785	arsA,arsD,arsR,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004153245	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS				
GCF_016505295				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016500825				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016133805	merC,merP,merR,merT,terD,terW,terZ	qacEdelta1			
GCF_005281015	arsR				
GCF_902506715	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_016505645					
GCF_004004705	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS,terW,terZ	qacEdelta1			
GCF_905335675	arsA,arsD,arsR	qacEdelta1			
GCF_900169625		qacEdelta1			
GCF_018423195	merA,merD,merE,merR,merT,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1,qacL			
GCF_014855935	ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1	hsp20		
GCF_001413035	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_000582615	arsA,arsD,arsR				
GCF_009876715	arsA,arsD,arsR				
GCF_013604545	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_015135215	arsA,arsD,arsR,merC,merP,merR,merT				
GCF_021440745	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016501285	arsR			ybtP,ybtQ	
GCF_010365585	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_010597685	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_003204265	arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE	qacE		ybtP,ybtQ	
GCF_001037495	arsR			iroB,iroC,iroN	
GCF_013724425	merA,merD,merE,merR,merT				
GCF_905232515	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_020341495					
GCF_017151475	merD	qacEdelta1			
GCF_009876765	arsA,arsD,arsR				
GCF_018445825	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terB,terC,terD,terE	qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2	iucA,iucB,iucC,iutA,rmpA,rmpA2,rmpC,rmpD	
GCF_016505025					
GCF_905232555	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoS,terD,terW,terZ	qacEdelta1			
GCF_002417535					
GCF_016503115					
GCF_018446995	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT	qacEdelta1			
GCF_003687835	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
ERQ0152	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_902160945	arsA,arsD,arsR				
GCF_014103735	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_002252065	arsA,arsD,arsR,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016503575	arsA,arsD,arsR				
GCF_016502085					
GCF_002042945					
GCF_008373795					
GCF_018442425	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_019764095	pcoS,terD,terW,terZ	qacEdelta1		ybtP,ybtQ	
GCF_002843195	arsA,arsD,arsR				
GCF_002239605	arsA,arsD,arsR	qacE,qacL			
GCF_013170055	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_001702455	pcoS,terD,terW,terZ	qacEdelta1,qacG2			
GCF_015668675	arsA,arsD,arsR				
GCF_014802955	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_016503685	arsA,arsD,arsR				
GCF_013705425	arsA,arsD,arsR,merA,merD,merE,merR,merT	qacEdelta1			
GCF_013170035	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silC,silE,silP,silR,silS	qacEdelta1			
GCF_013797345					
GCF_013590555	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_003665595	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_019802365	merC,merD,merE,merF,merP,merR,merT	qacEdelta1			
GCF_018438555	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1,smr			
GCF_018447695	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_018446095	arsA,arsD,arsR,pcoS,terD,terW,terZ	qacEdelta1			
GCF_013796805	merA,merD,merE,merR,merT				
GCF_013371705					
GCF_003070705	merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1,qacG2	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_001413155	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_003665615	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoR,silA,silP,silR				
GCF_021228875	arsR				
SD_9_B7	arsA,arsD,arsR				
GCF_010590925	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_002919795	arsA,arsD,arsR	qacEdelta1			
GCF_018446195	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_009881185	arsA,arsD,arsR				
GCF_013368465	merA,merB,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_016905635	arsA,arsD,arsR,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_002923765					
GCF_016504805				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_003195445					
GCF_902807305	arsA,arsD,arsR	qacEdelta1			
GCF_004005165	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_001952715	arsA,arsD,arsR,terD,terW,terZ	qacEdelta1			
GCF_013729795	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_015673475					
GCF_020695525	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS,terD,terW,terZ	qacEdelta1			
GCF_014104295	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_902165615	arsA,arsD,arsR				
GCF_014855735	arsA,arsD,arsR,merA,merD,merE,merR,merT,terD,terW,terZ	qacE,qacEdelta1			
GCF_018420725	merD,merE,merP,merR,merT	qacE			
GCF_018441905	arsD,arsR,merC,merP,merR,merT,pcoA,pcoR,silA,silP,silR	qacEdelta1		ybtP,ybtQ	
GCF_005280875					
GCF_003665555	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_004327735	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_005280975					
GCF_012952665	arsA,arsD,arsR,merB,merD,merR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_015674675					
GCF_017963565					
GCF_003665635	ncrA,ncrB,ncrC				
GCF_014337315	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_900446885	arsA,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_015138175	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013899035	arsA,arsD,arsR				
GCF_001413045	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_902506645	arsA,arsD,arsR,merA,merB,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_001413295	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_013303045	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE		ybtP	
GCF_013738135	pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_003665655					
GCF_016503245	merD,merE,merP,merR,merT		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016504895	arsA,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_016893685	arsA,arsD,arsR				
GCF_004146135	pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_902388105	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016505505	arsR			iroB,iroC,iroN	
GCF_002208985				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_017114565	arsA,arsD,arsR,merC,merD,merE,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_016893705					
GCF_009939625					
GCF_008364635					
GCF_016504545	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_016760555	arsA,arsD,arsR			iucA,iucB,iucC,iutA,ybtP,ybtQ	
GCF_905337845				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_016502145	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_014218795					
GCF_014803235	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacEdelta1			
GCF_002871775	arsA,arsD,arsR,merA,merD,merE,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_013790835	merA,merD,merE,merR,merT				
GCF_018323885	arsA,arsD,arsR,merA,merB,merD,merE,merR,merT,pcoA,pcoR,silA,silR,terD,terW,terZ				
GCF_014803225	merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE			
GCF_014803175	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silC,silE,silF,silR,silS	qacEdelta1			
GCF_016501505				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_014712635	merC,merP,merR,merT,terD,terW,terZ	qacE			
GCF_021417225	arsA,arsD,arsR,pcoA,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ	qacE			
GCF_013706575	pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_019382615	arsD,arsR				
GCF_014856075	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_001880795	arsA,arsD,arsR	qacE			
GCF_002918835	arsA,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_013336895	arsA,arsD,arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_005281125	arsA,arsD,arsR				
GCF_001037485	arsA,arsD,arsR,merA,merD,merE,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_015135075	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_009660335	arsA,arsD,arsR				
GCF_018445725	arsD,arsR,merC,merP,merR,merT	qacEdelta1,qacL	hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
ERQ0161	ncrC,nirA,nirB,nirD,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS				
DB_3_F10	arsD,arsR,merA,merD,merE,merP,merR,merT,pcoA,pcoR,pcoS,silA,silP,silR	qacE			
GCF_019270195					
GCF_011077955	arsA,arsD,arsR,fieF,merC,merP,merR,merT	qacEdelta1			
GCF_019800135	arsA,arsD,arsR,merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
DB_5_F12	arsA,arsD,arsR,merA,merD,merE,merP,merR,merT,pcoE,silA,silB,silC,silE,silF,silR,silS	qacE,qacG2			
GCF_000313895	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_001413075	arsA,arsD,arsR,merD,merE,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silF,silP,silR,silS				
GCF_014855635	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silR,silS	qacE,qacEdelta1			
GCF_016502245	arsA,arsD,arsR				
ERQ0310	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1,qacF			
ERQ0230	arsD,arsR,ncrA,ncrB,ncrC,pcoA,pcoR,silA,silP,silR		hdeD-GI,hsp20,kefB-GI,psi-GI,shsP,trxLHR,yfdX1,yfdX2		
GCF_013458095	arsA,arsD,arsR	qacEdelta1			
GCF_013727235	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_018440275	arsA,arsD,arsR,merC,merP,merR,merT	qacEdelta1			
GCF_016501915	merC,merP,merR,merT,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_016505565				iucA,iucB,iucC,iutA,senB,ybtP,ybtQ	
GCF_004004895	arsA,arsD,arsR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS,terD,terW,terZ				
GCF_018128425	arsA,arsB,arsC,arsD,arsH,arsR,merR,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacE,qacEdelta1			
GCF_904859905					
ERQ0159	arsA,arsD,arsR,merA,merD,merE,merR,merT				
GCF_019270455					
GCF_001880835	merA,merD,merE,merR,merT	qacEdelta1			
GCF_016501085	arsR,merA,merC,merD,merE,merP,merR,merT,pcoA,pcoC,pcoR,silA,silP,silR	qacE			
GCF_001373155	arsA,arsD,arsR				
GCF_014903525	merC,merP,merR,merT,ncrA,ncrB,ncrC,pcoA,pcoB,pcoC,pcoD,pcoE,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS	qacEdelta1			
GCF_019731875	pcoA,pcoB,pcoC,pcoD,pcoR,pcoS,silA,silB,silC,silE,silF,silP,silR,silS				
GCF_001037515	arsA,arsD,arsR				
