genome	n_genes_called	n_genes_mapped	n_contigs	taxonomic_level	proportion_genes_retained_in_major_clades	genes_retained_index	clade_separation_score	contamination_portion	n_effective_surplus_clades	mean_hit_identity	reference_representation_score	pass.GUNC
GCF_905232515	5396	5197	5	family	0.94	0.9	0.13	0.02	0.05	0.94	0.85	True
GCF_020341495	4654	4597	4	genus	0.9	0.89	0.07	0.03	0.06	0.97	0.86	True
GCF_017151475	5887	5673	734	family	0.87	0.84	1.0	0.03	0.07	0.94	0.79	False
GCF_009876765	4613	4541	22	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.95	True
GCF_018445825	5099	4961	65	genus	0.88	0.86	0.2	0.13	0.31	0.95	0.81	True
GCF_016505025	4475	4431	26	genus	0.89	0.88	0.06	0.04	0.08	0.95	0.84	True
GCF_905232555	5275	5158	6	family	0.95	0.93	0.66	0.02	0.04	0.94	0.87	False
GCF_002417535	4703	4642	94	genus	0.87	0.86	0.11	0.04	0.08	0.96	0.82	True
GCF_016503115	4556	4501	28	genus	0.89	0.88	0.12	0.05	0.11	0.95	0.84	True
GCF_018446995	4814	4726	112	genus	0.87	0.86	0.26	0.08	0.18	0.95	0.82	True
GCF_003687835	5290	5158	360	family	0.93	0.91	0.51	0.02	0.05	0.94	0.85	False
ERQ0152	5334	5117	267	genus	0.85	0.82	0.37	0.13	0.32	0.95	0.78	True
GCF_902160945	4663	4598	58	genus	0.86	0.85	0.12	0.06	0.12	0.95	0.81	True
GCF_014103735	5398	5280	21	family	0.94	0.92	0.27	0.02	0.05	0.93	0.86	True
GCF_002252065	5442	5291	172	family	0.92	0.89	0.54	0.02	0.05	0.93	0.83	False
GCF_016503575	4668	4606	37	genus	0.86	0.85	0.04	0.04	0.08	0.95	0.81	True
GCF_016502085	4642	4601	20	genus	0.87	0.86	0.03	0.03	0.06	0.96	0.82	True
GCF_002042945	5106	4971	47	genus	0.84	0.82	0.12	0.06	0.14	0.95	0.78	True
GCF_008373795	4642	4556	56	genus	0.87	0.85	0.08	0.06	0.14	0.95	0.81	True
GCF_018442425	5050	4955	62	genus	0.87	0.86	0.14	0.1	0.23	0.95	0.81	True
GCF_019764095	5089	4966	36	genus	0.88	0.85	0.49	0.09	0.21	0.95	0.82	False
GCF_002843195	4548	4496	45	genus	0.9	0.89	0.11	0.06	0.13	0.95	0.85	True
GCF_002239605	5275	5062	140	family	0.93	0.89	0.65	0.06	0.12	0.93	0.83	False
GCF_013170055	4843	4758	65	genus	0.86	0.85	0.15	0.09	0.2	0.95	0.8	True
GCF_001702455	5362	5254	4	genus	0.86	0.85	0.3	0.13	0.32	0.95	0.8	True
GCF_015668675	4521	4473	27	genus	0.88	0.87	0.04	0.05	0.1	0.95	0.84	True
GCF_014802955	5111	5007	115	genus	0.88	0.86	0.23	0.12	0.27	0.95	0.81	True
GCF_016503685	4424	4387	35	species	0.88	0.87	0.01	0.03	0.07	0.99	0.86	True
GCF_013705425	5116	4943	15	family	0.92	0.89	0.27	0.02	0.05	0.93	0.82	True
GCF_013170035	5286	5081	155	genus	0.85	0.82	0.38	0.11	0.25	0.95	0.78	True
GCF_013797345	4859	4786	3	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_013590555	5201	4998	5	genus	0.88	0.85	0.09	0.13	0.32	0.95	0.8	True
GCF_003665595	5072	5004	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_019802365	5533	5377	359	genus	0.83	0.81	0.89	0.05	0.11	0.98	0.79	False
GCF_018438555	5621	5379	280	family	0.92	0.88	0.6	0.04	0.08	0.93	0.83	False
GCF_018447695	4802	4736	80	genus	0.85	0.84	0.05	0.04	0.09	0.95	0.8	True
GCF_018446095	5005	4923	110	genus	0.87	0.86	0.56	0.09	0.21	0.96	0.82	False
GCF_013796805	5369	5170	6	genus	0.84	0.81	0.06	0.13	0.3	0.95	0.77	True
GCF_013371705	5027	4924	4	family	0.95	0.93	0.85	0.03	0.06	0.95	0.88	False
GCF_003070705	5042	4938	193	family	0.95	0.93	0.9	0.03	0.07	0.95	0.88	False
GCF_001413155	5208	5073	151	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.78	True
GCF_003665615	4720	4654	3	genus	0.86	0.85	0.02	0.06	0.13	0.95	0.81	True
GCF_021228875	4832	4768	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
SD_9_B7	4507	4464	28	genus	0.88	0.87	0.04	0.03	0.06	0.96	0.83	True
GCF_010590925	5173	4966	378	order	0.95	0.92	0.93	0.03	0.06	0.94	0.86	False
GCF_002919795	5293	5216	160	genus	0.85	0.83	0.29	0.12	0.29	0.95	0.79	True
GCF_018446195	4851	4774	76	family	0.96	0.94	0.9	0.03	0.06	0.94	0.89	False
GCF_009881185	4600	4527	22	species	0.85	0.83	0.01	0.03	0.07	0.99	0.83	True
GCF_013368465	5755	5557	5	family	0.91	0.88	0.65	0.03	0.06	0.93	0.82	False
GCF_016905635	5266	5059	193	genus	0.86	0.82	0.35	0.13	0.32	0.95	0.78	True
GCF_002923765	4475	4424	18	genus	0.88	0.87	0.05	0.03	0.06	0.96	0.83	True
GCF_016504805	4461	4404	22	genus	0.88	0.87	0.06	0.03	0.05	0.99	0.86	True
GCF_003195445	4729	4648	77	genus	0.86	0.85	0.06	0.06	0.13	0.95	0.81	True
GCF_902807305	5204	4990	296	genus	0.83	0.8	0.44	0.07	0.16	0.96	0.77	True
GCF_004005165	5372	5211	623	family	0.95	0.92	0.61	0.03	0.06	0.94	0.86	False
GCF_001952715	5362	5128	115	genus	0.81	0.78	0.14	0.06	0.13	0.95	0.74	True
GCF_013729795	5543	5321	5	family	0.94	0.9	0.1	0.02	0.05	0.93	0.84	True
GCF_015673475	4542	4488	36	genus	0.89	0.87	0.1	0.03	0.07	0.96	0.84	True
GCF_020695525	5089	4963	3	genus	0.87	0.85	0.32	0.13	0.31	0.96	0.81	True
GCF_014104295	4872	4766	8	genus	0.87	0.85	0.03	0.1	0.23	0.95	0.81	True
GCF_902165615	5149	5062	267	genus	0.86	0.85	0.53	0.13	0.32	0.95	0.81	False
GCF_014855735	5278	5141	188	genus	0.82	0.8	0.49	0.12	0.28	0.94	0.76	False
GCF_018420725	5247	5023	104	genus	0.84	0.81	0.12	0.06	0.13	0.95	0.77	True
GCF_018441905	5214	5121	99	genus	0.87	0.85	0.37	0.11	0.26	0.94	0.8	True
GCF_005280875	4453	4386	36	genus	0.9	0.88	0.04	0.06	0.13	0.95	0.84	True
GCF_003665555	4665	4633	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_004327735	4578	4512	40	genus	0.89	0.87	0.12	0.05	0.11	0.96	0.84	True
GCF_005280975	4539	4457	53	genus	0.88	0.87	0.15	0.07	0.14	0.95	0.82	True
GCF_012952665	5405	5317	3	genus	0.88	0.87	0.25	0.16	0.4	0.95	0.82	True
GCF_015674675	4543	4486	38	genus	0.89	0.87	0.08	0.03	0.07	0.96	0.84	True
GCF_017963565	4566	4520	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_003665635	4530	4482	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_014337315	5310	5178	3	family	0.94	0.92	0.25	0.03	0.05	0.93	0.86	True
GCF_900446885	5229	5158	4	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_015138175	5136	5048	6	family	0.91	0.9	0.76	0.03	0.06	0.95	0.85	False
GCF_013899035	4900	4841	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.93	0.92	True
GCF_001413045	5214	5072	155	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.78	True
GCF_902506645	5031	4956	125	family	0.95	0.93	0.86	0.03	0.05	0.97	0.91	False
GCF_001413295	5103	4975	135	genus	0.84	0.82	0.24	0.07	0.15	0.95	0.78	True
GCF_013303045	5303	5211	318	family	0.96	0.94	0.92	0.03	0.06	0.98	0.93	False
GCF_013738135	5373	5255	6	family	0.93	0.9	0.3	0.03	0.06	0.92	0.83	True
GCF_003665655	4590	4539	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016503245	4701	4648	42	genus	0.86	0.85	0.15	0.06	0.12	0.96	0.82	True
GCF_016504895	4935	4860	96	genus	0.89	0.88	0.18	0.11	0.24	0.95	0.83	True
GCF_016893685	4300	4226	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.99	0.97	True
GCF_004146135	4880	4809	172	species	0.88	0.87	0.07	0.02	0.05	0.99	0.87	True
GCF_902388105	4559	4506	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_016505505	4638	4603	21	species	0.9	0.89	0.04	0.04	0.09	0.99	0.88	True
GCF_002208985	4597	4556	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_017114565	5583	5368	8	genus	0.84	0.8	0.13	0.16	0.4	0.95	0.76	True
GCF_016893705	4220	4158	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.99	0.97	True
GCF_009939625	5003	4887	206	genus	0.87	0.85	0.25	0.1	0.23	0.95	0.81	True
GCF_008364635	5172	5064	58	family	0.94	0.92	0.28	0.03	0.06	0.93	0.85	True
GCF_016504545	5155	4975	67	genus	0.85	0.82	0.17	0.1	0.22	0.95	0.78	True
GCF_016760555	4577	4533	35	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_905337845	4503	4439	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.96	0.95	True
GCF_016502145	4666	4613	35	species	0.89	0.88	0.1	0.03	0.07	0.99	0.88	True
GCF_014218795	4696	4632	30	genus	0.89	0.88	0.03	0.06	0.13	0.95	0.84	True
GCF_014803235	5235	5097	317	genus	0.87	0.85	0.32	0.12	0.28	0.95	0.81	True
GCF_002871775	4895	4813	33	genus	0.86	0.85	0.05	0.07	0.15	0.95	0.8	True
GCF_013790835	5284	5086	5	genus	0.84	0.81	0.06	0.12	0.29	0.95	0.77	True
GCF_018323885	4765	4700	4	species	0.83	0.82	0.01	0.03	0.07	0.99	0.81	True
GCF_014803225	5406	5264	710	genus	0.87	0.84	0.37	0.12	0.28	0.95	0.8	True
GCF_014803175	5419	5239	551	family	0.93	0.9	0.58	0.02	0.05	0.94	0.84	False
GCF_016501505	4621	4574	23	genus	0.89	0.88	0.1	0.06	0.12	0.98	0.87	True
GCF_014712635	5430	5301	86	family	0.94	0.92	0.81	0.03	0.06	0.94	0.87	False
GCF_021417225	5281	5147	64	genus	0.85	0.83	0.39	0.12	0.29	0.95	0.79	True
GCF_013706575	5216	5026	8	family	0.94	0.91	0.12	0.05	0.11	0.92	0.83	True
GCF_019382615	4309	4230	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_014856075	5242	5026	117	genus	0.85	0.82	0.24	0.11	0.27	0.95	0.77	True
GCF_001880795	5369	5122	178	family	0.94	0.9	0.74	0.03	0.06	0.93	0.83	False
GCF_002918835	5113	5004	125	family	0.93	0.91	0.85	0.03	0.06	0.95	0.86	False
GCF_013336895	5583	5445	9	family	0.96	0.94	0.44	0.08	0.18	0.92	0.86	True
GCF_005281125	4577	4542	27	genus	0.94	0.93	0.03	0.02	0.05	0.99	0.92	True
GCF_001037485	5244	5133	6	genus	0.86	0.84	0.25	0.11	0.26	0.94	0.79	True
GCF_015135075	5172	5086	5	family	0.9	0.89	0.76	0.03	0.06	0.95	0.84	False
GCF_009660335	4535	4482	37	genus	0.83	0.82	0.1	0.04	0.08	0.94	0.77	True
GCF_018445725	5098	5000	115	genus	0.87	0.85	0.23	0.12	0.28	0.95	0.81	True
ERQ0161	4917	4841	40	genus	0.86	0.85	0.1	0.06	0.12	0.95	0.81	True
DB_3_F10	5734	5432	465	genus	0.85	0.8	0.46	0.11	0.25	0.95	0.76	False
GCF_019270195	4126	4064	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_011077955	4173	4082	43	family	0.95	0.93	0.08	0.05	0.11	0.83	0.77	True
GCF_019800135	5013	4897	83	genus	0.82	0.8	0.09	0.04	0.09	0.95	0.76	True
DB_5_F12	5484	5302	255	family	0.93	0.9	0.66	0.06	0.13	0.93	0.84	False
GCF_000313895	4853	4754	63	genus	0.89	0.87	0.19	0.11	0.25	0.95	0.83	True
GCF_001413075	5219	5084	102	genus	0.85	0.83	0.19	0.1	0.22	0.95	0.79	True
GCF_014855635	5194	5068	77	genus	0.85	0.83	0.32	0.1	0.22	0.94	0.78	True
GCF_016502245	4533	4500	24	species	0.9	0.9	0.02	0.04	0.09	0.99	0.89	True
ERQ0310	5005	4880	186	genus	0.83	0.81	0.25	0.06	0.13	0.95	0.77	True
ERQ0230	5008	4929	67	genus	0.88	0.87	0.19	0.1	0.23	0.95	0.83	True
GCF_013458095	4917	4835	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_013727235	5472	5355	5	family	0.93	0.91	0.19	0.02	0.05	0.93	0.85	True
GCF_018440275	4856	4780	39	family	0.96	0.94	0.89	0.03	0.06	0.94	0.89	False
GCF_016501915	4926	4815	95	genus	0.87	0.85	0.27	0.1	0.22	0.95	0.81	True
GCF_016505565	4471	4427	26	species	0.83	0.82	0.08	0.03	0.06	0.99	0.81	True
GCF_004004895	5707	5506	203	family	0.91	0.88	0.69	0.03	0.05	0.93	0.82	False
GCF_018128425	4646	4590	3	family	0.96	0.95	0.79	0.03	0.07	0.98	0.92	False
GCF_904859905	4898	4795	3	family	0.95	0.93	0.86	0.03	0.06	0.94	0.88	False
ERQ0159	5061	4933	160	genus	0.86	0.83	0.28	0.11	0.26	0.95	0.79	True
GCF_019270455	4190	4122	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_001880835	4814	4740	168	genus	0.88	0.86	0.15	0.09	0.2	0.95	0.82	True
GCF_016501085	5065	4990	85	family	0.94	0.93	0.4	0.02	0.05	0.94	0.87	True
GCF_001373155	5531	5462	912	genus	0.91	0.9	0.26	0.02	0.05	0.98	0.88	True
GCF_014903525	5185	5056	15	family	0.94	0.91	0.68	0.03	0.06	0.94	0.85	False
GCF_019731875	4786	4708	43	genus	0.87	0.85	0.05	0.03	0.07	0.96	0.81	True
GCF_001037515	4634	4581	7	genus	0.9	0.89	0.02	0.06	0.13	0.95	0.85	True
GCF_016939595	5283	5193	7	family	0.94	0.92	0.69	0.03	0.05	0.94	0.87	False
GCF_014803195	5246	5108	418	genus	0.88	0.86	0.31	0.11	0.27	0.95	0.81	True
GCF_002918505	5155	5044	31	genus	0.82	0.8	0.13	0.04	0.09	0.95	0.76	True
ERQ0225	5424	5148	120	genus	0.81	0.77	0.2	0.09	0.21	0.95	0.73	True
GCF_000398865	4584	4528	5	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_017164125	4704	4641	34	genus	0.89	0.88	0.18	0.03	0.06	0.99	0.86	True
GCF_019443705	4388	4359	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_016906165	3740	3664	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_017151495	5023	4953	74	genus	0.86	0.84	0.14	0.09	0.2	0.95	0.8	True
GCF_013899405	4559	4511	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_016503485	4948	4880	43	family	0.96	0.95	0.35	0.02	0.05	0.94	0.89	True
GCF_014901845	5158	5081	3	kingdom	1.0	0.98	0.0	0.0	0.0	0.92	0.91	True
GCF_902160715	5243	5035	120	genus	0.86	0.82	0.24	0.12	0.28	0.95	0.78	True
GCF_016501525	4687	4625	25	genus	0.9	0.89	0.05	0.06	0.13	0.95	0.84	True
GCF_016501815	4825	4768	44	species	0.86	0.85	0.1	0.05	0.09	0.99	0.84	True
GCF_003350185	4349	4317	25	genus	0.9	0.89	0.07	0.02	0.05	0.99	0.88	True
GCF_002151815	4408	4345	2	genus	0.88	0.86	0.01	0.03	0.07	0.95	0.82	True
GCF_004024365	4969	4843	123	genus	0.86	0.84	0.21	0.09	0.2	0.95	0.8	True
GCF_017151545	5095	5022	72	genus	0.85	0.84	0.15	0.1	0.22	0.95	0.8	True
GCF_013785085	4373	4333	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_000981805	5532	5324	2	genus	0.77	0.74	0.02	0.07	0.16	0.95	0.7	True
GCF_008180565	5560	5403	533	family	0.94	0.91	0.88	0.03	0.06	0.93	0.85	False
GCF_902506735	5036	4960	121	family	0.95	0.93	0.87	0.03	0.06	0.97	0.91	False
SD_5_D4	4561	4478	31	genus	0.9	0.88	0.06	0.05	0.11	0.95	0.84	True
GCF_004005235	5517	5378	552	genus	0.86	0.84	0.49	0.17	0.44	0.95	0.79	False
GCF_004004715	5808	5604	1090	family	0.94	0.91	0.55	0.03	0.06	0.93	0.85	False
GCF_014230205	5167	4970	71	species	0.82	0.79	0.04	0.06	0.12	0.99	0.78	True
GCF_900461175	4526	4469	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_004322975	4627	4561	3	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_002289385	4875	4778	135	genus	0.84	0.82	0.13	0.03	0.06	0.95	0.78	True
GCF_016503835	4595	4520	18	genus	0.86	0.85	0.04	0.03	0.06	0.95	0.8	True
GCF_013743055	5470	5256	7	family	0.91	0.88	0.24	0.03	0.06	0.94	0.82	True
GCF_019382495	2350	2314	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.94	0.92	True
GCF_001471655	4657	4612	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_019270255	4187	4133	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.95	0.93	True
GCF_013786345	5097	5031	2	family	0.96	0.94	0.02	0.03	0.06	0.94	0.89	True
GCF_016501885	4692	4629	24	genus	0.9	0.89	0.06	0.06	0.13	0.95	0.84	True
GCF_013337065	5069	4990	52	genus	0.9	0.88	0.26	0.14	0.34	0.95	0.83	True
ERQ0189	5038	4851	151	genus	0.85	0.82	0.25	0.08	0.17	0.95	0.78	True
GCF_002918535	5140	5019	19	family	0.93	0.91	0.1	0.03	0.05	0.89	0.81	True
GCF_905232605	5340	5221	7	family	0.94	0.92	0.64	0.02	0.04	0.94	0.86	False
GCF_019448475	4950	4823	72	genus	0.87	0.85	0.37	0.1	0.24	0.94	0.8	True
SG18_100_2_S18	4668	4572	31	genus	0.87	0.85	0.07	0.05	0.11	0.95	0.8	True
ERQ0224	5096	4968	178	genus	0.82	0.79	0.34	0.06	0.14	0.95	0.76	True
GCF_016504055	4448	4406	21	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_018441215	5104	4985	105	genus	0.85	0.83	0.28	0.1	0.22	0.95	0.79	True
GCF_016507865	4606	4568	25	genus	0.9	0.89	0.14	0.07	0.14	0.98	0.88	True
GCF_013733095	5580	5370	7	family	0.91	0.87	0.07	0.03	0.06	0.93	0.82	True
GCF_000714305	4676	4611	63	genus	0.89	0.88	0.06	0.06	0.13	0.95	0.84	True
GCF_013826505	5169	4931	7	genus	0.86	0.82	0.06	0.1	0.24	0.95	0.78	True
GCF_004331575	4557	4479	21	genus	0.86	0.85	0.04	0.03	0.06	0.96	0.81	True
GCF_900446895	4712	4644	3	species	0.84	0.82	0.07	0.08	0.19	0.98	0.81	True
GCF_019731005	4646	4601	25	genus	0.88	0.87	0.06	0.06	0.13	0.95	0.83	True
GCF_009363175	5574	5362	3	family	0.95	0.91	0.09	0.06	0.12	0.93	0.85	True
ERQ0278	4865	4778	171	genus	0.86	0.85	0.26	0.08	0.17	0.95	0.81	True
GCF_019270295	4189	4122	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
GCF_000835925	5358	5228	336	species	0.91	0.89	0.19	0.06	0.13	0.99	0.88	True
GCF_019584545	4603	4546	36	genus	0.88	0.87	0.09	0.08	0.18	0.95	0.83	True
GCF_019048065	4599	4550	2	genus	0.85	0.84	0.01	0.02	0.05	0.96	0.8	True
GCF_011064845	4631	4568	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.94	0.93	True
GCF_017151535	5094	5020	72	genus	0.85	0.84	0.14	0.1	0.22	0.95	0.8	True
GCF_001022275	5138	5006	7	genus	0.87	0.85	0.06	0.11	0.25	0.95	0.8	True
SG18_223_S110	4514	4448	23	genus	0.9	0.89	0.04	0.06	0.13	0.95	0.84	True
GCF_013395115	5301	5094	86	order	0.97	0.94	0.56	0.02	0.04	0.94	0.88	False
GCF_015669215	4907	4824	51	genus	0.86	0.84	0.16	0.07	0.15	0.95	0.8	True
GCF_016501265	4344	4311	29	genus	0.93	0.93	0.18	0.05	0.11	0.98	0.91	True
GCF_001689745	4714	4627	63	genus	0.88	0.86	0.04	0.03	0.07	0.95	0.82	True
GCF_004331545	4473	4422	15	genus	0.88	0.87	0.03	0.03	0.07	0.96	0.83	True
GCF_016500895	4592	4500	33	genus	0.89	0.88	0.07	0.05	0.11	0.95	0.84	True
GCF_013168975	5509	5301	97	family	0.94	0.9	0.36	0.04	0.1	0.93	0.83	True
GCF_014337275	5306	5174	4	family	0.95	0.92	0.33	0.03	0.05	0.93	0.86	True
GCF_004344985	5210	4988	8	genus	0.84	0.81	0.1	0.09	0.19	0.95	0.76	True
GCF_005281055	4537	4473	76	genus	0.84	0.83	0.13	0.07	0.15	0.94	0.78	True
GCF_013798115	5201	5112	3	genus	0.85	0.84	0.02	0.08	0.19	0.95	0.8	True
GCF_016500445	4461	4421	19	genus	0.89	0.89	0.03	0.03	0.06	0.99	0.87	True
GCF_004327825	5235	5026	391	genus	0.81	0.78	0.35	0.06	0.13	0.95	0.74	True
GCF_016894305	5259	5130	5	genus	0.85	0.83	0.32	0.13	0.32	0.95	0.79	True
GCF_019655555	4999	4906	173	family	0.93	0.91	0.86	0.03	0.05	0.94	0.86	False
GCF_003812345	4745	4679	2	genus	0.85	0.84	0.01	0.04	0.09	0.95	0.8	True
GCF_905232695	5280	5165	9	genus	0.88	0.86	0.3	0.15	0.38	0.95	0.82	True
GCF_016501625	4951	4880	46	genus	0.87	0.86	0.13	0.08	0.17	0.95	0.81	True
GCF_016504665	4419	4387	32	genus	0.91	0.9	0.15	0.05	0.11	0.99	0.89	True
GCF_016905745	5195	5101	264	family	0.94	0.93	0.88	0.03	0.06	0.95	0.88	False
GCF_016503785	4628	4571	20	species	0.81	0.8	0.07	0.03	0.06	0.99	0.79	True
GCF_003175795	4759	4701	88	genus	0.9	0.89	0.21	0.09	0.21	0.95	0.84	True
GCF_014103235	5493	5275	9	family	0.94	0.9	0.11	0.02	0.05	0.93	0.84	True
GCF_020710145	5026	4946	223	genus	0.85	0.83	0.37	0.08	0.17	0.95	0.79	True
ERQ0674	5897	5530	156	family	0.91	0.85	0.68	0.07	0.16	0.92	0.79	False
GCF_916618775	4510	4490	3	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.97	True
GCF_004181935	6056	5706	695	family	0.91	0.86	0.57	0.03	0.06	0.93	0.8	False
GCF_016501425	4976	4915	68	genus	0.89	0.87	0.18	0.1	0.23	0.95	0.83	True
GCF_018919545	4707	4643	301	genus	0.87	0.86	0.15	0.03	0.07	0.96	0.82	True
GCF_016894145	4149	4082	1	kingdom	1.0	0.98	0.0	0.0	0.0	0.95	0.93	True
ERQ0259	5528	5308	159	family	0.92	0.88	0.47	0.03	0.05	0.93	0.82	False
GCF_016500465	4919	4839	50	genus	0.89	0.87	0.17	0.09	0.22	0.95	0.83	True
GCF_009649895	4801	4711	3	genus	0.83	0.82	0.01	0.04	0.09	0.96	0.78	True
GCF_016503805	4553	4496	29	genus	0.89	0.88	0.06	0.05	0.11	0.96	0.84	True
GCF_018422965	4912	4816	91	genus	0.86	0.84	0.22	0.06	0.13	0.95	0.8	True
GCF_016502995	4474	4434	24	species	0.83	0.82	0.04	0.03	0.06	0.99	0.81	True
GCF_013589875	5257	5052	6	genus	0.87	0.84	0.1	0.13	0.33	0.95	0.8	True
GCF_900520375	4977	4901	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.92	True
GCF_901456225	5018	4894	6	kingdom	1.0	0.98	0.0	0.0	0.0	0.93	0.91	True
GCF_016505165	4812	4742	43	genus	0.87	0.85	0.26	0.08	0.18	0.95	0.81	True
GCF_016505285	5405	5317	3	genus	0.88	0.87	0.25	0.16	0.4	0.95	0.82	True
GCF_016905585	5241	5143	162	family	0.94	0.93	0.8	0.03	0.05	0.94	0.88	False
GCF_013890595	4704	4632	2	kingdom	1.0	0.98	0.0	0.0	0.0	0.96	0.95	True
GCF_002393245	4524	4486	2	kingdom	1.0	0.99	0.0	0.0	0.0	0.97	0.96	True
GCF_002934505	5545	5317	4	family	0.93	0.89	0.48	0.06	0.14	0.94	0.84	False
GCF_014596895	4983	4886	38	genus	0.83	0.82	0.12	0.12	0.27	0.93	0.76	True
GCF_001412755	5207	5068	148	genus	0.85	0.83	0.32	0.1	0.22	0.95	0.79	True
GCF_018443215	5074	4974	39	genus	0.85	0.83	0.08	0.06	0.12	0.95	0.79	True
GCF_016507955	4514	4462	28	genus	0.86	0.85	0.05	0.03	0.06	0.96	0.82	True
GCF_002252025	5820	5588	179	family	0.92	0.89	0.66	0.06	0.14	0.93	0.82	False
GCF_014189355	5253	5143	2	family	0.93	0.92	0.49	0.02	0.04	0.94	0.86	False
GCF_013883595	4290	4243	1	kingdom	1.0	0.99	0.0	0.0	0.0	0.92	0.91	True
GCF_002151775	5474	5334	6	family	0.95	0.92	0.78	0.04	0.08	0.94	0.86	False
GCF_003184045	4578	4515	25	species	0.82	0.81	0.66	0.03	0.06	0.99	0.8	False
GCF_018067665	4813	4749	41	family	0.96	0.94	0.86	0.03	0.06	0.94	0.89	False
SD_9_A7	4558	4475	21	genus	0.89	0.87	0.07	0.06	0.12	0.95	0.83	True
GCF_016679915	4973	4875	48	genus	0.86	0.84	0.33	0.12	0.28	0.94	0.8	True
GCF_018107715	5462	5299	128	family	0.92	0.9	0.8	0.03	0.07	0.94	0.84	False
GCF_018441745	5072	4977	112	genus	0.87	0.85	0.26	0.1	0.23	0.95	0.81	True
GCF_016502025	4651	4601	36	genus	0.91	0.9	0.05	0.06	0.13	0.95	0.86	True
GCF_020271725	4891	4812	6	genus	0.88	0.86	0.66	0.04	0.09	0.98	0.84	False
GCF_016500775	4520	4481	20	species	0.82	0.81	0.03	0.03	0.06	0.99	0.81	True
GCF_015137255	5084	4991	4	family	0.92	0.9	0.75	0.03	0.06	0.95	0.86	False
GCF_001413235	5017	4908	87	genus	0.85	0.83	0.11	0.07	0.15	0.95	0.79	True
GCF_019802385	5362	5159	66	species	0.81	0.78	0.01	0.06	0.13	0.99	0.76	True
GCF_012843215	4648	4567	22	genus	0.86	0.85	0.08	0.03	0.05	0.96	0.81	True
GCF_001552875	4587	4535	42	species	0.83	0.82	0.12	0.05	0.12	0.99	0.81	True
GCF_900451665	4604	4542	2	species	0.81	0.8	0.08	0.04	0.08	0.99	0.79	True
GCF_016507605	4346	4326	25	kingdom	1.0	1.0	0.0	0.0	0.0	0.98	0.98	True
GCF_009881195	5055	4989	438	genus	0.91	0.89	0.8	0.08	0.18	0.99	0.88	False
GCF_001413275	5109	4981	147	genus	0.84	0.82	0.24	0.07	0.15	0.95	0.78	True
ERQ0217	5002	4912	155	genus	0.84	0.83	0.37	0.09	0.2	0.95	0.79	True
GCF_016503745	4214	4194	17	kingdom	1.0	1.0	0.0	0.0	0.0	0.99	0.98	True
GCF_003818115	4598	4530	53	genus	0.89	0.87	0.08	0.05	0.11	0.95	0.83	True
