snp-dists 0.6.3,152,154,155,156,159,160,161,162,165,166,169,172,173,175,183,186,189,192,199,200,211,212,213,216,217,222,224,225,227,230,233,241,243,246,250,251,255,259,278,310,43,44,45,46,572,671,672,674,677,678,681,682,683,685,689,CABIZU01,CACD01,CP011612,CP011657,CP016952,CP020448,CP022049,CP024672,CP024673,CP024677,CP024679,CP024680,CP024683,CP024819,CP024881,CP024898,CP026045,CP026056,CP026231,CP026235,CP026238,CP026677,CP027849,CP036435,CP042478,CP042517,CP042524,CP042534,DB_3_C10,DB_3_C11,DB_3_C12,DB_3_C9,DB_3_D1,DB_3_D2,DB_3_F10,DB_5_F12,GCF_014332835,GCF_014332855,GCF_014332945,JRHL01000001,JRST01,JYFY02000001,JYFZ02000001,LR699006,LRPR01,NZ_LR890181,SD_5_A12,SD_5_D4,SD_9_B7,SD_9_C7
DB_3_C12,3312,3312,31130,3317,31130,22040,3853,31131,31128,31131,31203,22227,3897,4041,22420,3899,3314,22040,31131,4233,31131,3352,31136,31130,31133,22042,31131,46,5433,3662,5426,5201,3313,31133,3874,31128,3315,4044,3314,3312,4154,22028,4154,4023,31131,31134,31100,31097,31100,49,49,50,105,49,49,3825,31177,3844,3846,3312,29914,31077,4175,5392,3664,4199,4167,5084,29816,5085,22147,29864,5080,3911,31129,22036,22147,5388,3852,3659,3655,4151,4151,12,6,0,11,4,5,3768,13,31765,31765,31762,31073,4017,3849,3998,29864,4174,3697,31180,4098,31117,4155
DB_3_C9,3311,3311,31129,3316,31129,22039,3852,31130,31127,31130,31202,22228,3896,4042,22421,3898,3313,22039,31130,4232,31130,3351,31135,31129,31132,22041,31130,45,5432,3663,5425,5200,3312,31132,3873,31127,3314,4045,3313,3311,4153,22027,4153,4024,31130,31133,31099,31096,31099,48,48,49,104,48,48,3824,31176,3843,3845,3311,29913,31076,4176,5391,3665,4198,4166,5083,29815,5084,22146,29863,5079,3910,31128,22035,22146,5387,3851,3658,3654,4150,4150,5,9,11,0,7,10,3769,6,31764,31764,31761,31072,4016,3848,3997,29863,4175,3696,31179,4099,31116,4154
DB_3_D1,3308,3308,31126,3313,31126,22036,3849,31127,31124,31127,31199,22225,3893,4039,22418,3895,3310,22036,31127,4229,31127,3348,31132,31126,31129,22038,31127,42,5429,3660,5422,5197,3309,31129,3870,31124,3311,4042,3310,3308,4150,22024,4150,4021,31127,31130,31096,31093,31096,45,45,46,101,45,45,3821,31173,3840,3842,3308,29910,31073,4173,5388,3662,4195,4163,5080,29812,5081,22143,29860,5076,3907,31125,22032,22143,5384,3848,3655,3651,4147,4147,8,2,4,7,0,3,3766,9,31761,31761,31758,31069,4013,3845,3994,29860,4172,3693,31176,4096,31113,4151
DB_3_D2,3311,3311,31129,3316,31129,22039,3852,31130,31127,31130,31202,22228,3896,4042,22421,3898,3313,22039,31130,4232,31130,3351,31135,31129,31132,22041,31130,45,5432,3663,5425,5200,3312,31132,3873,31127,3314,4045,3313,3311,4153,22027,4153,4024,31130,31133,31099,31096,31099,48,48,49,104,48,48,3824,31176,3843,3845,3311,29913,31076,4176,5391,3665,4198,4166,5083,29815,5084,22146,29861,5079,3910,31128,22035,22146,5387,3851,3658,3654,4150,4150,11,5,5,10,3,0,3769,12,31764,31764,31761,31072,4016,3848,3997,29861,4175,3696,31179,4099,31116,4154
DB_3_F10,3407,3407,31164,3412,31164,21995,3720,31165,31162,31165,31224,22211,3739,4140,22389,3741,3409,21995,31165,4263,31165,3447,31170,31164,31165,21997,31165,3760,5403,3815,5395,5268,3408,31167,3800,31162,3410,4129,3409,3407,4132,21984,4132,4155,31159,31166,31118,31115,31118,3763,3763,3764,3819,3763,3763,3858,31190,3711,3713,3405,29939,31116,4011,5409,3817,4238,4200,4928,29838,4929,22092,29893,4924,3753,31163,21991,22092,5405,3719,3721,3717,4130,4129,3770,3768,3768,3769,3766,3769,0,3771,31915,31915,31892,31107,3953,3716,4170,29893,4008,3804,31201,4049,31141,4133
DB_5_F12,3313,3313,31131,3318,31131,22041,3854,31132,31129,31132,31204,22230,3898,4044,22423,3900,3315,22041,31132,4234,31132,3353,31137,31131,31134,22043,31132,47,5434,3665,5427,5202,3314,31134,3875,31129,3316,4047,3315,3313,4155,22029,4155,4026,31132,31135,31101,31098,31101,50,50,51,106,50,50,3826,31178,3845,3847,3313,29915,31078,4178,5393,3667,4200,4168,5085,29817,5086,22148,29865,5081,3912,31130,22037,22148,5389,3853,3660,3656,4152,4152,7,11,13,6,9,12,3771,0,31766,31766,31763,31074,4018,3850,3999,29865,4177,3698,31179,4101,31118,4156
GCF_014332835,31762,31762,32919,31763,32921,36277,31847,32920,32918,32920,32948,36349,31831,31896,36534,31833,31762,36277,32920,31936,32920,31797,32925,32921,32924,36279,32920,31757,31972,31759,31965,31835,31762,32922,31827,32917,31763,31886,31762,31764,31919,36262,31919,31885,32935,32923,32837,32834,32837,31762,31762,31763,31815,31762,31762,31854,32892,31840,31842,31764,33956,32927,31697,32123,31761,31897,31797,31800,33846,31799,36268,33897,31795,31833,32916,36273,36268,32117,31846,31866,31862,31915,31915,31764,31762,31765,31764,31761,31764,31915,31766,0,0,1966,32870,31860,31843,31854,33897,31696,31836,32942,31978,32837,31920
GCF_014332855,31762,31762,32919,31763,32921,36277,31847,32920,32918,32920,32948,36349,31831,31896,36534,31833,31762,36277,32920,31936,32920,31797,32925,32921,32924,36279,32920,31757,31972,31759,31965,31835,31762,32922,31827,32917,31763,31886,31762,31764,31919,36262,31919,31885,32935,32923,32837,32834,32837,31762,31762,31763,31815,31762,31762,31854,32892,31840,31842,31764,33956,32927,31697,32123,31761,31897,31797,31800,33846,31799,36268,33897,31795,31833,32916,36273,36268,32117,31846,31866,31862,31915,31915,31764,31762,31765,31764,31761,31764,31915,31766,0,0,1966,32870,31860,31843,31854,33897,31696,31836,32942,31978,32837,31920
GCF_014332945,31752,31752,32858,31755,32860,36224,31809,32859,32857,32859,32915,36295,31805,31889,36491,31807,31754,36224,32859,31914,32859,31784,32864,32860,32863,36226,32859,31752,31971,31735,31964,31804,31752,32861,31804,32856,31755,31880,31754,31752,31880,36206,31880,31856,32879,32862,32778,32775,32778,31757,31757,31758,31810,31757,31757,31846,32853,31800,31802,31752,33913,32870,31679,32098,31737,31868,31802,31776,33809,31775,36231,33872,31771,31807,32855,36220,36231,32092,31806,31847,31843,31876,31876,31761,31759,31762,31761,31758,31761,31892,31763,1966,1966,0,32818,31849,31803,31830,33872,31678,31810,32895,31944,32792,31881
JRHL01000001,31050,31050,3571,31053,3575,30389,31080,3572,3570,3572,4043,30607,31144,31141,30656,31146,31052,30389,3572,31168,3572,31081,3577,3573,3576,30391,3572,31061,31145,30941,31139,31126,31050,3574,31147,3569,31053,31133,31052,31050,31175,30389,31175,31171,3968,3575,3545,3542,3545,31065,31065,31066,31118,31065,31065,31133,3536,31071,31073,31048,26381,3569,31026,31259,30943,31173,31129,31024,26296,31023,30437,26364,31019,31142,3570,30386,30437,31252,31078,31072,31068,31177,31177,31072,31071,31073,31072,31069,31072,31107,31074,32870,32870,32818,0,31097,31076,31104,26364,31027,31035,3626,31140,3509,31179
JRST01,3888,3888,31172,3893,31172,22103,3905,31173,31170,31173,31222,22316,4061,3378,22468,4063,3890,22103,31173,3524,31173,3927,31178,31172,31175,22105,31173,4009,5969,4036,5961,5866,3889,31175,3915,31170,3891,3363,3890,3888,3511,22092,3511,4295,31168,31176,31115,31112,31115,4012,4012,4013,4068,4012,4012,3964,31176,3896,3898,3888,29923,31120,4306,5909,4038,3451,3513,5571,29818,5572,22183,29866,5567,4077,31171,22099,22183,5905,3904,3875,3871,3508,3508,4017,4015,4017,4016,4013,4016,3953,4018,31860,31860,31849,31097,0,3901,3374,29866,4305,3860,31205,4215,31149,3512
JYFY02000001,3791,3791,31112,3796,31110,22047,28,31113,31110,31113,31190,22234,3636,4071,22429,3638,3793,22047,31113,4243,31113,3830,31118,31110,31113,22049,31113,3841,5438,3858,5430,5354,3792,31113,3719,31110,3794,4062,3793,3791,4042,22046,4042,4105,31137,31114,31063,31060,31063,3842,3842,3843,3900,3844,3842,3685,31146,15,17,3791,29929,31081,4064,5515,3860,4213,4166,5078,29824,5079,22140,29902,5074,3649,31111,22043,22140,5511,27,3929,3925,4039,4039,3849,3847,3849,3848,3845,3848,3716,3850,31843,31843,31803,31076,3901,0,3964,29902,4063,3909,31151,4095,31117,4043
JYFZ02000001,3973,3973,31156,3978,31158,22135,3968,31159,31156,31159,31243,22392,4116,3627,22536,4118,3975,22135,31159,3714,31159,4012,31164,31158,31161,22137,31159,3992,5952,4099,5944,5807,3974,31161,4000,31154,3976,3612,3975,3973,3446,22132,3446,4335,31160,31162,31112,31109,31112,3995,3995,3996,4051,3995,3995,4129,31187,3959,3961,3973,30029,31109,4377,5957,4101,3755,3603,5463,29938,5464,22249,29988,5459,4130,31157,22131,22249,5953,3967,4122,4118,3443,3443,3998,3996,3998,3997,3994,3997,4170,3999,31854,31854,31830,31104,3374,3964,0,29988,4376,4085,31196,4247,31147,3447
LR699006,29798,29798,26378,29798,26380,28842,29910,26377,26376,26377,26401,28862,29896,29881,28903,29898,29795,28842,26377,29897,26377,29832,26382,26378,26380,28844,26377,29853,29913,29805,29908,29884,29798,26379,29921,26376,29796,29866,29795,29795,29960,28831,29960,29949,26370,26381,26354,26351,26354,29855,29855,29856,29909,29857,29855,29937,26428,29901,29903,29793,2750,26357,29871,30034,29809,29894,29971,29767,2798,29770,28650,0,29764,29899,26377,28839,28650,30028,29908,29862,29858,29962,29961,29863,29862,29864,29863,29860,29861,29893,29865,33897,33897,33872,26364,29866,29902,29988,0,29870,29810,26396,29945,26315,29962
LRPR01,4045,4045,31091,4050,31091,22172,4067,31092,31089,31092,31159,22407,4065,4390,22525,4067,4047,22172,31092,4426,31092,4085,31097,31091,31092,22174,31092,4168,5618,4086,5611,5635,4046,31094,4101,31089,4048,4387,4047,4045,4419,22162,4419,4369,31081,31093,31051,31048,31051,4171,4171,4172,4227,4171,4171,3808,31104,4058,4060,4045,29912,31028,11,5736,4088,4404,4412,5318,29808,5318,22261,29870,5314,4076,31090,22168,22261,5732,4066,4204,4200,4417,4416,4176,4174,4174,4175,4172,4175,4008,4177,31696,31696,31678,31027,4305,4063,4376,29870,0,4214,31128,4194,31055,4420
NZ_LR890181,3643,3643,31092,3648,31090,22030,3913,31093,31090,31093,31154,22221,3755,3904,22372,3757,3645,22030,31093,4098,31093,3681,31098,31090,31095,22032,31093,3689,5621,3653,5613,5558,3644,31093,3853,31090,3646,3906,3645,3643,4038,22018,4038,4043,31101,31096,31056,31053,31056,3692,3692,3693,3748,3692,3692,3791,31136,3904,3906,3643,29863,31048,4215,5582,3655,3992,4164,5213,29770,5213,22103,29810,5209,3767,31091,22026,22103,5578,3912,555,551,4036,4035,3697,3695,3697,3696,3693,3696,3804,3698,31836,31836,31810,31035,3860,3909,4085,29810,4214,0,31138,3968,31087,4039
SD_5_A12,31133,31133,3691,31134,3695,30496,31155,3692,3690,3692,4210,30729,31232,31255,30748,31234,31133,30496,3692,31281,3692,31164,3697,3693,3694,30498,3692,31168,31213,31055,31207,31208,31133,3694,31245,3689,31134,31248,31133,31131,31307,30493,31307,31275,4117,3695,3614,3611,3614,31172,31172,31173,31225,31172,31172,31244,3720,31146,31148,31129,26421,3213,31128,31351,31057,31268,31228,31115,26330,31114,30573,26396,31110,31230,3690,30493,30573,31344,31153,31177,31173,31307,31307,31179,31178,31180,31179,31176,31179,31201,31179,32942,32942,32895,3626,31205,31151,31196,26396,31128,31138,0,31243,3563,31309
SD_5_D4,4079,4079,31190,4084,31190,22124,4099,31191,31188,31191,31274,22288,4005,4279,22466,4007,4081,22124,31191,4454,31191,4116,31196,31190,31193,22126,31191,4092,5398,3992,5390,5266,4080,31193,4055,31188,4082,4271,4081,4079,4299,22107,4299,4195,31205,31194,31175,31172,31175,4095,4095,4096,4151,4095,4095,4039,31233,4090,4092,4079,29980,31155,4195,5423,3994,4321,4323,5111,29890,5112,22166,29945,5107,4018,31189,22120,22166,5419,4098,4006,4002,4296,4296,4100,4098,4098,4099,4096,4099,4049,4101,31978,31978,31944,31140,4215,4095,4247,29945,4194,3968,31243,0,31188,4300
SD_9_B7,31075,31075,3480,31076,3482,30456,31123,3479,3479,3479,4135,30691,31182,31193,30712,31184,31075,30456,3479,31211,3479,31106,3484,3480,3485,30458,3479,31105,31142,31005,31136,31130,31075,3481,31176,3478,31076,31191,31075,31072,31243,30455,31243,31213,3962,3484,3386,3383,3386,31109,31109,31110,31162,31109,31109,31172,3403,31114,31116,31073,26328,3484,31054,31273,31009,31223,31156,31041,26256,31042,30525,26315,31036,31179,3477,30453,30525,31266,31121,31121,31117,31241,31241,31116,31115,31117,31116,31113,31116,31141,31118,32837,32837,32792,3509,31149,31117,31147,26315,31055,31087,3563,31188,0,31243
SD_9_C7,4157,4157,31248,4162,31248,22179,4047,31249,31246,31249,31320,22413,4202,3572,22565,4204,4159,22179,31249,3730,31249,4195,31254,31248,31251,22181,31249,4147,5867,4244,5859,5911,4158,31251,4094,31246,4160,3543,4159,4157,49,22179,49,4303,31261,31252,31212,31209,31212,4150,4150,4151,4206,4150,4150,4242,31280,4038,4040,4157,30004,31198,4421,5952,4246,3574,3653,5547,29918,5548,22288,29962,5543,4216,31247,22175,22288,5948,4046,4114,4110,47,46,4155,4153,4155,4154,4151,4154,4133,4156,31920,31920,31881,31179,3512,4043,3447,29962,4420,4039,31309,4300,31243,0
