name	scheme	ST	allele1	allele2	allele3	allele4	allele5	allele6	allele7	ST_new	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain	Flag	Source_img
GCF_013590555	cfreundii	150	aspC(10)	clpX(12)	fadD(13)	mdh(10)	arcA(10)	dnaG(9)	lysP(11)	150	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_003665595	cfreundii	307	aspC(142)	clpX(150)	fadD(182)	mdh(140)	arcA(79)	dnaG(6)	lysP(74)	307	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729547	Human	USA	2014	UMH15	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_019802365	cfreundii	104	aspC(58)	clpX(59)	fadD(65)	mdh(14)	arcA(37)	dnaG(14)	lysP(53)	104	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11855544	Environment	Nigeria	2017	EC_21	Nigeria	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018438555	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371866	Human	Germany	2017	sc17286987	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018447695	cfreundii	415	aspC(151)	clpX(14)	fadD(33)	mdh(29)	arcA(18)	dnaG(9)	lysP(11)	415	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372077	Human	Germany	2018	Survcare165	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018446095	cfreundii	232	aspC(59)	clpX(31)	fadD(92)	mdh(75)	arcA(3)	dnaG(1)	lysP(44)	232	Citrobacter portucalensis	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013796805	cfreundii	110	aspC(61)	clpX(61)	fadD(68)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	110	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013371705	cfreundii	19	aspC(11)	clpX(12)	fadD(14)	mdh(6)	arcA(5)	dnaG(9)	lysP(11)	19	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13737474	Human	China	2018	ZY198	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_003070705	cfreundii	62	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(45)	62	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08942770	Human	Argentina	2017	164	Argentina	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001413155	cfreundii	-	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12?)	dnaG(28)	lysP(11)	placeholder_ST186	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872773	"NA"	USA	2011	RU2 LB33	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_003665615	cfreundii	212	aspC(5)	clpX(96)	fadD(103)	mdh(82)	arcA(5)	dnaG(22)	lysP(17)	212	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729546	Human	USA	2014	UMH14	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_021228875	cfreundii	170	aspC(81)	clpX(85)	fadD(12)	mdh(11)	arcA(47)	dnaG(8)	lysP(79)	170	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN23799674	Human	China	2017	K218	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
SD_9_B7	cfreundii	295	aspC(124)	clpX(61)	fadD(157)	mdh(41)	arcA(24)	dnaG(75)	lysP(88)	295	Citrobacter braakii	99.60%	Gull	Int	"NA"	Gull	Australia	2019	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Australia.jpg	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/gull.png
GCF_010590925	cfreundii	-	aspC(16)	clpX(12)	fadD(13)	mdh(12)	arcA(5)	dnaG(22)	lysP(50)	placeholder_ST187	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12250749	Human	USA	2016	AS012430	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002919795	cfreundii	110	aspC(61)	clpX(61)	fadD(68)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	110	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03455988	"NA"	USA	2014	CFNIH5	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_018446195	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371879	Human	Germany	2018	sc18364826	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_009881185	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(~75)	dnaG(-)	lysP(~146)	placeholder_ST34	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945275	Human	USA	2015	BIOML-A4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013368465	cfreundii	116	aspC(16)	clpX(12)	fadD(7)	mdh(10)	arcA(5)	dnaG(55)	lysP(5)	116	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082848	Human	USA	2014	YDC638-3	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016905635	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_002923765	cfreundii	362	aspC(45)	clpX(140)	fadD(164)	mdh(40)	arcA(38)	dnaG(119)	lysP(42)	362	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN07318042	Other	Canada	2009	HH1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_003195445	cfreundii	144	aspC(75)	clpX(75)	fadD(35)	mdh(13)	arcA(7)	dnaG(6)	lysP(11)	144	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09266862	Human	USA	2017	WUSM_CF_61	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_902807305	cfreundii	328	aspC(4)	clpX(4)	fadD(108)	mdh(7)	arcA(6)	dnaG(81)	lysP(59)	328	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA6574546	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_004005165	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644707	Environmental facility	France	2017	064B8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_001952715	cfreundii	79	aspC(43)	clpX(22)	fadD(50)	mdh(41)	arcA(29)	dnaG(38)	lysP(42)	79	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06215934	Avian	China	2015	SCC4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
GCF_013729795	cfreundii	-	aspC(~148)	clpX(~52)	fadD(58)	mdh(119)	arcA(38)	dnaG(~125)	lysP(37)	placeholder_ST5	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015673475	cfreundii	-	aspC(158)	clpX(12)	fadD(~147)	mdh(6)	arcA(7)	dnaG(22)	lysP(11)	placeholder_ST35	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304213	Swine	Canada	2017	Res13-Lact-PEC03-10	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	Swine
GCF_020695525	cfreundii	95	aspC(51)	clpX(53)	fadD(33)	mdh(15)	arcA(5)	dnaG(6)	lysP(5)	95	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014104295	cfreundii	128	aspC(23)	clpX(20)	fadD(36)	mdh(60)	arcA(14)	dnaG(58)	lysP(62)	128	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN15148458	Environment	United Kingdom	2017	RHBSTW-00029	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_014855735	cfreundii	-	aspC(168)	clpX(38)	fadD(~226)	mdh(94)	arcA(30)	dnaG(90)	lysP(105)	placeholder_ST71	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12219629	Environment	Germany	2017	CB13459-7	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_018420725	cfreundii	327	aspC(64)	clpX(12)	fadD(7)	mdh(13)	arcA(70)	dnaG(9)	lysP(5)	327	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373116	Human	Germany	2019	Survcare457	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_018441905	cfreundii	-	aspC(~53)	clpX(54)	fadD(59)	mdh(~148)	arcA(89)	dnaG(151)	lysP(63?)	placeholder_ST188	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN17372066	Human	Germany	2018	Survcare154	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_005280875	cfreundii	-	aspC(19)	clpX(20)	fadD(~51)	mdh(18)	arcA(14)	dnaG(~29)	lysP(19)	placeholder_ST189	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN11369640	"NA"	Poland	"NA"	wls827	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_003665555	cfreundii	-	aspC(~24)	clpX(18)	fadD(27,27)	mdh(21)	arcA(11)	dnaG(20)	lysP(15)	placeholder_ST190	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN07729550	Human	USA	2013	UMH18	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_004327735	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10794296	"NA"	USA	2015	ACFMW	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_005280975	cfreundii	-	aspC(19)	clpX(~126)	fadD(51)	mdh(19)	arcA(14)	dnaG(~29)	lysP(20)	placeholder_ST191	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN11369634	"NA"	Poland	"NA"	wls716	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/poland.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_012952665	cfreundii	307	aspC(142)	clpX(150)	fadD(182)	mdh(140)	arcA(79)	dnaG(6)	lysP(74)	307	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015674675	cfreundii	-	aspC(158)	clpX(12)	fadD(~147)	mdh(6)	arcA(7)	dnaG(22)	lysP(11)	placeholder_ST35	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304139	Swine	Canada	2017	Res13-Lact-EC05-13	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/canada.png	Swine
GCF_017963565	cfreundii	-	aspC(61)	clpX(44)	fadD(68)	mdh(49)	arcA(29)	dnaG(133)	lysP(37)	placeholder_ST192	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17012028	Environment	Pakistan	2018	AN-PRR1	Pakistan	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_003665635	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729545	Human	USA	2014	UMH13	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014337315	cfreundii	-	aspC(~77)	clpX(70)	fadD(9)	mdh(7)	arcA(2)	dnaG(1)	lysP(~123)	placeholder_ST113	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148334	Human	USA	"NA"	MGH281C	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_900446885	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA26392918	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_015138175	cfreundii	143	aspC(9)	clpX(11)	fadD(85)	mdh(11)	arcA(47)	dnaG(8)	lysP(68)	143	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195990	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013899035	cfreundii	-	aspC(132)	clpX(73)	fadD(~167)	mdh(65)	arcA(45)	dnaG(129)	lysP(~3)	placeholder_ST193	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148109	Bovine	United Kingdom	2017	RHB14-C12	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/cow.png
GCF_001413045	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872767	"NA"	USA	2011	RU2 LB27	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_902506645	cfreundii	-	aspC(~178)	clpX(~152)	fadD(214)	mdh(~178)	arcA(~75)	dnaG(-)	lysP(~187)	placeholder_ST7	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098292	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_001413295	cfreundii	100	aspC(16)	clpX(57)	fadD(20)	mdh(54)	arcA(12)	dnaG(28)	lysP(11)	100	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872795	"NA"	USA	2013	RU2 BHI19	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013738135	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(~71)	dnaG(-)	lysP(~145)	placeholder_ST194	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148590	Environment	United Kingdom	2017	RHBSTW-00355	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_003665655	cfreundii	-	aspC(28)	clpX(167)	fadD(33)	mdh(6)	arcA(5)	dnaG(9)	lysP(17)	placeholder_ST132	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729552	Human	USA	2012	HM38	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016503245	cfreundii	62	aspC(48)	clpX(10)	fadD(14)	mdh(13)	arcA(32)	dnaG(6)	lysP(45)	62	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621916	Human	USA	2018	CB00132	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016504895	cfreundii	266	aspC(10)	clpX(12)	fadD(62)	mdh(6)	arcA(5)	dnaG(9)	lysP(11)	266	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435595	Human	USA	2017	CB00052	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016893685	cfreundii	-	aspC(57)	clpX(60)	fadD(67)	mdh(~17)	arcA(~15)	dnaG(21)	lysP(24)	placeholder_ST195	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824657	Other	Thailand	"NA"	Colony478	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_902388105	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(~71)	dnaG(-)	lysP(~149)	placeholder_ST25	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMEA5852040	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016505505	cfreundii	246	aspC(104)	clpX(72)	fadD(125)	mdh(97)	arcA(44)	dnaG(96)	lysP(110)	246	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMN10435556	Human	USA	2017	CB00011	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_017114565	cfreundii	98	aspC(54)	clpX(55)	fadD(60)	mdh(52)	arcA(7)	dnaG(6)	lysP(11)	98	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_016893705	cfreundii	-	aspC(~13)	clpX(18)	fadD(~67)	mdh(~14)	arcA(37)	dnaG(101)	lysP(53)	placeholder_ST196	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824656	Other	Thailand	"NA"	Colony267	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_009939625	cfreundii	-	aspC(61)	clpX(44)	fadD(157)	mdh(93)	arcA(63)	dnaG(38)	lysP(94)	placeholder_ST197	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10613361	Avian	South Korea	2013	S169	South Korea	Avian
GCF_008364635	cfreundii	88	aspC(50)	clpX(52)	fadD(58)	mdh(49)	arcA(30)	dnaG(46)	lysP(47)	88	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12560195	Plant	Germany	2015	C8	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	Plant
GCF_016504545	cfreundii	391	aspC(16)	clpX(164)	fadD(33)	mdh(83)	arcA(18)	dnaG(9)	lysP(159)	391	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435610	Human	USA	2018	CB00068	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_016502145	cfreundii	405	aspC(57)	clpX(46)	fadD(132)	mdh(100)	arcA(11)	dnaG(12)	lysP(24)	405	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN13621906	Human	USA	2018	CB00122	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014218795	cfreundii	-	aspC(110)	clpX(~14)	fadD(~103)	mdh(55)	arcA(40)	dnaG(54)	lysP(~58)	placeholder_ST198	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15746328	Human	China	2018	CF1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014803235	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205288	Human	France	2017	149i9	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_002871775	cfreundii	-	aspC(16)	clpX(17)	fadD(20)	mdh(~48)	arcA(5)	dnaG(11)	lysP(74)	placeholder_ST199	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07511396	Human	USA	2015	UMB1094	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/USA.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_013790835	cfreundii	-	aspC(61)	clpX(61)	fadD(168)	mdh(40)	arcA(30)	dnaG(38)	lysP(56)	placeholder_ST48	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_018323885	cfreundii	-	aspC(137)	clpX(152)	fadD(215)	mdh(~177)	arcA(75)	dnaG(-)	lysP(186)	placeholder_ST50	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMD00294600	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_014803225	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205289	Human	France	2017	149j4	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014803175	cfreundii	22	aspC(15)	clpX(12)	fadD(20)	mdh(15)	arcA(5)	dnaG(11)	lysP(17)	22	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205291	Human	France	2017	149j6	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/france.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_014712635	cfreundii	109	aspC(60)	clpX(44)	fadD(43)	mdh(57)	arcA(38)	dnaG(38)	lysP(55)	109	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16177497	Avian	China	2016	CC1	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/china.png	Avian
GCF_021417225	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
GCF_013706575	cfreundii	-	aspC(~141)	clpX(~154)	fadD(~174)	mdh(~132)	arcA(~71)	dnaG(-)	lysP(~145)	placeholder_ST194	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148558	Environment	United Kingdom	2017	RHBSTW-00269	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/United_Kindgom.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/wastewater.png
GCF_019382615	cfreundii	-	aspC(~77)	clpX(~31)	fadD(8)	mdh(75)	arcA(6)	dnaG(1)	lysP(~31)	placeholder_ST200	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17843181	Other	Thailand	"NA"	Colony322	Thailand	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/other.png
GCF_014856075	cfreundii	252	aspC(108)	clpX(62)	fadD(71)	mdh(7)	arcA(1)	dnaG(1)	lysP(57)	252	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219996	Human	Germany	2014	CF13069	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Flags/Germany.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/human.png
GCF_001880795	cfreundii	18	aspC(10)	clpX(14)	fadD(17)	mdh(12)	arcA(5)	dnaG(5)	lysP(14)	18	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png	https://raw.githubusercontent.com/maxlcummins/AVC171/master/images/Icons/question.png
