ID ST_new Cluster__autocolour bacsort_species match collection Int_Ext biosample Source Country Date strain Year_bin Source_simple
GCF_013874155 ST95 396 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016503625 ST95 398 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220319 Human USA 2018 CB00114 2016-2020 Human
GCF_901456285 ST62 170 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA5578841 Unknown Unknown NA NA Unknown Unknown
GCF_009905315 ST540 400 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13818261 Plant Tanzania 2018 LUTT5 2016-2020 Plant
GCF_905335685 ST22 401 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA8158487 Unknown Unknown NA NA Unknown Unknown
GCF_904425445 ST152^^ 402 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA7313125 Unknown Unknown NA NA Unknown Unknown
ERQ0246 ST110 403 "Citrobacter braakii" 99.85% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_002208845 ST153^^ 404 "Citrobacter braakii" 100.00% RefSeq Ext SAMN06173303 Human USA 2014 FDAARGOS_290 2011-2015 Human
GCF_013738635 ST270 405 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_004331565 ST112 406 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016502115 ST11 407 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13621907 Human USA 2018 CB00123 2016-2020 Human
GCF_018421475 ST19 408 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373078 Human Germany 2019 Survcare410 2016-2020 Human
GCF_020559475 ST525 409 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN22167495 Human USA NA DFI.7.7 Unknown Human
GCF_014230105 ST370 187 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15770406 Mammalian China 2018 FF423 2016-2020 "Mammal (other)"
ERQ0200 ST125^^ 410 "Citrobacter freundii" 99.22% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_016505245 ST91 176 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435577 Human USA 2017 CB00033 2016-2020 Human
GCF_902160855 ST154^^ 411 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA104567598 Unknown Unknown NA NA Unknown Unknown
GCF_019660715 ST17 412 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20568174 Human China 2015 CF-15-43 2011-2015 Human
ERQ0043 ST95 306 "Citrobacter freundii" 99.69% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_004795555 ST22 413 "Citrobacter freundii" 100.00% RefSeq Ext SAMN11366429 Human Malaysia 2015 MGF016 2011-2015 Human
GCF_013739375 ST22 414 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15148674 Environment "United Kingdom" 2017 RHBSTW-00658 2016-2020 Environment
ERQ0160 ST166 188 "Citrobacter portucalensis" 99.30% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_019584605 ST155^^ 415 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN11855570 Environment Nigeria 2017 EC_47 2016-2020 Environment
GCF_018439245 ST156^^ 416 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371829 Human Germany 2017 NRZ-37119 2016-2020 Human
GCF_018446035 ST157^^ 418 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17371889 Human Germany 2018 sc18412783 2016-2020 Human
GCF_014855945 ST252 420 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12220001 Plant Germany 2014 CF14655 2011-2015 Plant
GCF_018421175 ST22 422 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373092 Human Germany 2019 Survcare429 2016-2020 Human
GCF_009664065 ST169 154 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_005281115 ST158^^ 424 "Citrobacter werkmanii" 100.00% RefSeq Ext SAMN11369628 Unknown Poland NA wls710 Unknown Unknown
GCF_002151785 ST12 425 "Citrobacter freundii" 100.00% RefSeq Ext SAMN04521895 Human USA 2015 MGH146 2011-2015 Human
GCF_015666935 ST98 426 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15533202 Human USA 2017 D43t1_170807_C10 2016-2020 Human
GCF_001037505 ST64 427 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03280167 Human Unknown 2014 MGH109 2011-2015 Human
ERQ0186 ST270 341 "Citrobacter freundii" 99.49% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_018422995 ST19 56 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373000 Human Germany 2019 Survcare315 2016-2020 Human
GCF_014803055 ST22 279 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205295 Human France 2018 164F5 2016-2020 Human
GCF_014169975 ST125 428 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15086848 Human USA 2019 IDR1900015725-01-02 2016-2020 Human
GCF_014859035 ST159^^ 429 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN16367710 Human USA NA CJ25 Unknown Human
GCF_014802995 ST22 100 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205300 Human France 2018 179H5 2016-2020 Human
GCF_016906145 ST160^^ 430 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN17843180 Other Thailand NA Colony470 Unknown Other
GCF_013730455 ST17 431 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148717 Environment "United Kingdom" 2017 RHBSTW-00857 2016-2020 Environment
GCF_014802945 ST22 100 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205302 Human France 2018 179H9 2016-2020 Human
GCF_014596855 ST129^^ 337 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN15963936 Other Germany 2015 C6_2 2011-2015 Other
GCF_018439745 ST22 15 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371803 Human Germany 2017 NRZ-31836 2016-2020 Human
GCF_016505085 ST62 434 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435584 Human USA 2017 CB00040 2016-2020 Human
GCF_019661085 ST328 435 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN20568150 Human China 2013 CF-13-34 2011-2015 Human
GCF_008693645 ST161^^ 436 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11056331 Human USA NA FDAARGOS_616 Unknown Human
GCF_000692115 ST162^^ 437 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN02581388 Human USA 2013 "MGH 56" 2011-2015 Human
GCF_003362775 ST314 438 "Citrobacter freundii" 100.00% RefSeq Ext SAMN09694014 Human USA 2017 1-RC-17-03941 2016-2020 Human
GCF_001413125 ST76^^ 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872771 Unknown USA 2011 "RU2 LB31" 2011-2015 Unknown
GCF_016894025 ST31 169 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824639 Other Thailand NA Colony510 Unknown Other
GCF_020889185 ST143^^ 439 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMD00412811 Unknown Unknown NA NA Unknown Unknown
GCF_016504015 ST184 440 "Citrobacter youngae" 100.00% RefSeq Ext SAMN12220300 Human USA 2018 CB00093 2016-2020 Human
GCF_018444505 ST8 441 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371962 Human Germany 2017 Survcare050 2016-2020 Human
GCF_013726215 ST163^^ 442 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148744 Environment "United Kingdom" 2017 RHBSTW-00923 2016-2020 Environment
GCF_020593155 ST525 409 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN22167555 Human USA NA DFI.7.5 Unknown Human
GCF_000982845 ST150 443 "Citrobacter freundii" 100.00% RefSeq Ext SAMN03325972 Environment "United Kingdom" 2009 SA79 1983-2010 Environment
GCF_009647535 ST164^^ 444 "Citrobacter braakii" 100.00% RefSeq Ext SAMN13064487 Canine China 2018 MY49 2016-2020 "Mammal (other)"
GCF_019731375 ST20 445 "Citrobacter cronae" 100.00% RefSeq Ext SAMN14389579 Human China 2020 K54_2 2016-2020 Human
GCF_001022685 ST165^^ 446 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03732718 Human USA 2007 GN02600 1983-2010 Human
GCF_003665675 ST166^^ 447 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729548 Human USA 2014 UMH16 2011-2015 Human
GCF_009910785 ST167^^ 448 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN12096240 Environment "South Korea" 2018 HK1 2016-2020 Environment
GCF_004331635 ST88 449 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10437854 Other Canada 2010 HH9 1983-2010 Other
GCF_009881155 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945274 Human USA 2015 BIOML-A3 2011-2015 Human
GCF_014802845 ST22 450 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205307 Human France 2018 179I5 2016-2020 Human
GCF_016504005 ST156 451 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220297 Human USA 2018 CB00090 2016-2020 Human
GCF_004305705 ST168^^ 452 "Citrobacter freundii" 100.00% RefSeq Ext SAMD00143536 Unknown Unknown NA NA Unknown Unknown
GCF_016502965 ST98 32 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16339990 Human USA 2019 CB00148 2016-2020 Human
GCF_013747275 ST78^^ 453 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148649 Environment "United Kingdom" 2017 RHBSTW-00535 2016-2020 Environment
GCF_015134935 ST98^^ 454 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195867 Unknown Unknown NA NA Unknown Unknown
GCF_002114305 ST104 455 "Citrobacter cronae" 100.00% RefSeq Ext SAMN06660612 Human India 2014 AK-8 2011-2015 Human
GCF_905232395 ST169^^ 456 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA7962729 Unknown Unknown NA NA Unknown Unknown
GCF_019270235 ST225 457 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17824629 Other Thailand NA Colony270 Unknown Other
GCF_016507635 ST392 459 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435613 Human USA 2018 CB00071 2016-2020 Human
GCF_016406035 ST170^^ 460 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17050479 Environment China 2019 Sb-2 2016-2020 Environment
GCF_016503265 ST162 461 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_900079785 ST19^^ 462 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA3932379 Unknown Unknown NA NA Unknown Unknown
GCF_004153245 ST22 463 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644682 Human France 2017 109A10 2016-2020 Human
GCF_016133805 ST165 465 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN10600579 Human China 2015 NJGLYY3839-CR 2011-2015 Human
GCF_005281015 ST122^^ 318 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN11369633 Unknown Poland NA wls715 Unknown Unknown
GCF_902506715 ST7^^ 18 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA6098290 Unknown Unknown NA NA Unknown Unknown
GCF_016505645 ST238 466 "Citrobacter youngae" 100.00% RefSeq Ext SAMN10435546 Human USA 2017 CB00001 2016-2020 Human
GCF_004004705 ST22 463 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644708 Environment France 2017 064B9 2016-2020 Environment
GCF_905335675 ST171^^ 467 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA8158486 Unknown Unknown NA NA Unknown Unknown
GCF_900169625 ST78^^ 468 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA103915302 Unknown Unknown NA NA Unknown Unknown
GCF_018423195 ST107 469 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372992 Human Germany 2019 Survcare306 2016-2020 Human
GCF_014855935 ST488 177 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220002 Environment Germany 2014 CF16178 2011-2015 Environment
GCF_001413035 ST76^^ 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872765 Unknown USA 2011 "RU2 LB25" 2011-2015 Unknown
GCF_000582615 ST92^^ 255 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02951916 Unknown Unknown NA RLS1 Unknown Unknown
GCF_009876715 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945283 Human USA 2015 BIOML-A12 2011-2015 Human
GCF_013604545 ST150 470 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_015135215 ST143 471 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195870 Unknown Unknown NA NA Unknown Unknown
GCF_021440745 ST172^^ 472 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN24245036 Mollusc Portugal 2019 INSAq485 2016-2020 Invertebrate
GCF_016501285 ST409 473 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN16340010 Human USA 2019 CB00169 2016-2020 Human
GCF_010365585 ST173^^ 474 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13951913 Environment Switzerland 2019 62 2016-2020 Environment
GCF_010597685 ST187 475 "Citrobacter youngae" 100.00% RefSeq Ext SAMN12250649 Human USA 2014 AS012330 2011-2015 Human
GCF_003204265 ST174^^ 476 "Citrobacter cronae" 100.00% RefSeq Ext SAMN04014998 Unknown Unknown NA AR_0157 Unknown Unknown
GCF_001037495 ST175^^ 477 "Citrobacter murliniae" 100.00% RefSeq Ext SAMN03280166 Human Unknown 2014 MGH106 2011-2015 Human
GCF_013724425 ST48^^ 132 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_905232515 ST22 478 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA7962742 Unknown Unknown NA NA Unknown Unknown
GCF_020341495 ST94^^ 479 "Citrobacter werkmanii" 100.00% RefSeq Ext SAMN21402691 Unknown Germany NA FDAARGOS_1524 Unknown Unknown
GCF_009876765 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945280 Human USA 2015 BIOML-A9 2011-2015 Human
GCF_018445825 ST540 480 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371900 Human Germany 2019 sc19444294-1 2016-2020 Human
GCF_016505025 ST185 481 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435589 Human USA 2017 CB00045 2016-2020 Human
GCF_905232555 ST18 482 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_002417535 ST156 483 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06106878 Human "South Africa" 2013 CF004 2011-2015 Human
GCF_016503115 ST176^^ 484 "Citrobacter braakii" 100.00% RefSeq Ext SAMN13621914 Human USA 2018 CB00130 2016-2020 Human
GCF_018446995 ST96 485 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN17372126 Human Germany 2019 Survcare235 2016-2020 Human
GCF_003687835 ST22 345 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10252246 Unknown Germany 2017 1019002 2016-2020 Unknown
ERQ0152 ST150 147 "Citrobacter freundii" 99.46% Wastewater Int NA Wastewater Australia 2019 NA 2016-2020 Wastewater
GCF_902160945 ST154^^ 411 "Citrobacter braakii" 100.00% RefSeq Ext SAMEA104567599 Unknown Unknown NA NA Unknown Unknown
GCF_014103735 ST166 486 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148551 Environment "United Kingdom" 2017 RHBSTW-00228 2016-2020 Environment
GCF_002252065 ST257 247 "Citrobacter freundii" 100.00% RefSeq Ext SAMN06820763 Environment China 2016 181 2016-2020 Environment
GCF_016503575 ST415 487 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12220324 Human USA 2018 CB00119 2016-2020 Human
GCF_016502085 ST177^^ 488 "Citrobacter braakii" 100.00% RefSeq Ext SAMN13621911 Human USA 2018 CB00127 2016-2020 Human
GCF_002042945 ST178^^ 489 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN06214716 Unknown Portugal 2008 A316 1983-2010 Unknown
GCF_008373795 ST179^^ 490 "Citrobacter pasteurii" 100.00% RefSeq Ext SAMN09744871 Mollusc Portugal 2017 BA18 2016-2020 Invertebrate
GCF_018442425 ST18 491 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372039 Human Germany 2018 Survcare120 2016-2020 Human
GCF_019764095 ST180^^ 492 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN12349728 Human Germany NA KE3526 Unknown Human
GCF_002843195 ST45 493 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148594 Plant Nigeria 2017 MBTC-1222 2016-2020 Plant
GCF_002239605 ST181^^ 494 "Citrobacter braakii" 100.00% RefSeq Ext SAMN06820760 Environment China 2016 C1710 2016-2020 Environment
GCF_013170055 ST169 495 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07291393 Human Colombia 2015 C2-135 2011-2015 Human
GCF_001702455 ST415 496 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_015668675 ST182^^ 497 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15533019 Human USA 2017 1001311H_170123_E11 2016-2020 Human
GCF_014802955 ST22 100 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205301 Human France 2018 179H7 2016-2020 Human
GCF_016503685 ST183^^ 498 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN12220316 Human USA 2018 CB00111 2016-2020 Human
GCF_013705425 ST184^^ 499 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148632 Environment "United Kingdom" 2017 RHBSTW-00488 2016-2020 Environment
GCF_013170035 ST185^^ 500 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07291392 Human Colombia 2015 C2-132 2011-2015 Human
GCF_013797345 ST48^^ 132 "Citrobacter braakii" 100.00% RefSeq Ext SAMN15148456 Environment "United Kingdom" 2017 RHBSTW-00021 2016-2020 Environment
GCF_013590555 ST150 470 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_003665595 ST307 501 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729547 Human USA 2014 UMH15 2011-2015 Human
GCF_019802365 ST104 502 "Citrobacter cronae" 100.00% RefSeq Ext SAMN11855544 Environment Nigeria 2017 EC_21 2016-2020 Environment
GCF_018438555 ST22 503 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371866 Human Germany 2017 sc17286987 2016-2020 Human
GCF_018447695 ST415 504 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17372077 Human Germany 2018 Survcare165 2016-2020 Human
GCF_018446095 ST232 505 "Citrobacter portucalensis" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_013796805 ST110 506 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_013371705 ST19 507 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13737474 Human China 2018 ZY198 2016-2020 Human
GCF_003070705 ST62 508 "Citrobacter freundii" 100.00% RefSeq Ext SAMN08942770 Human Argentina 2017 164 2016-2020 Human
GCF_001413155 ST186^^ 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872773 Unknown USA 2011 "RU2 LB33" 2011-2015 Unknown
GCF_003665615 ST212 509 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729546 Human USA 2014 UMH14 2011-2015 Human
GCF_021228875 ST170 510 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN23799674 Human China 2017 K218 2016-2020 Human
SD_9_B7 ST295 511 "Citrobacter braakii" 99.60% Gull Int NA Gull Australia 2019 NA 2016-2020 Gull
GCF_010590925 ST187^^ 512 "Citrobacter freundii" 100.00% RefSeq Ext SAMN12250749 Human USA 2016 AS012430 2016-2020 Human
GCF_002919795 ST110 62 "Citrobacter braakii" 100.00% RefSeq Ext SAMN03455988 Unknown USA 2014 CFNIH5 2011-2015 Unknown
GCF_018446195 ST18 325 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17371879 Human Germany 2018 sc18364826 2016-2020 Human
GCF_009881185 ST34^^ 84 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMN11945275 Human USA 2015 BIOML-A4 2011-2015 Human
GCF_013368465 ST116 513 "Citrobacter freundii" 100.00% RefSeq Ext SAMN14082848 Human USA 2014 YDC638-3 2011-2015 Human
GCF_016905635 ST98 514 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_002923765 ST362 515 "Citrobacter braakii" 100.00% RefSeq Ext SAMN07318042 Other Canada 2009 HH1 1983-2010 Other
GCF_003195445 ST144 517 "Citrobacter freundii" 100.00% RefSeq Ext SAMN09266862 Human USA 2017 WUSM_CF_61 2016-2020 Human
GCF_902807305 ST328 199 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMEA6574546 Unknown Unknown NA NA Unknown Unknown
GCF_004005165 ST22 518 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10644707 Environment France 2017 064B8 2016-2020 Environment
GCF_001952715 ST79 307 "Citrobacter braakii" 100.00% RefSeq Ext SAMN06215934 Avian China 2015 SCC4 2011-2015 Avian
GCF_013729795 ST5^^ 13 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_015673475 ST35^^ 140 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16304213 Swine Canada 2017 Res13-Lact-PEC03-10 2016-2020 Swine/Bovine
GCF_020695525 ST95 396 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_014104295 ST128 519 "Citrobacter youngae" 100.00% RefSeq Ext SAMN15148458 Environment "United Kingdom" 2017 RHBSTW-00029 2016-2020 Environment
GCF_014855735 ST71^^ 520 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12219629 Environment Germany 2017 CB13459-7 2016-2020 Environment
GCF_018420725 ST327 521 "Citrobacter freundii" 100.00% RefSeq Ext SAMN17373116 Human Germany 2019 Survcare457 2016-2020 Human
GCF_018441905 ST188^^ 522 "Citrobacter europaeus" 100.00% RefSeq Ext SAMN17372066 Human Germany 2018 Survcare154 2016-2020 Human
GCF_005280875 ST189^^ 523 "Citrobacter youngae" 100.00% RefSeq Ext SAMN11369640 Unknown Poland NA wls827 Unknown Unknown
GCF_003665555 ST190^^ 524 "Citrobacter cronae" 100.00% RefSeq Ext SAMN07729550 Human USA 2013 UMH18 2011-2015 Human
GCF_004327735 ST22 525 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10794296 Unknown USA 2015 ACFMW 2011-2015 Unknown
GCF_005280975 ST191^^ 526 "Citrobacter youngae" 100.00% RefSeq Ext SAMN11369634 Unknown Poland NA wls716 Unknown Unknown
GCF_012952665 ST307 527 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_015674675 ST35^^ 140 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16304139 Swine Canada 2017 Res13-Lact-EC05-13 2016-2020 Swine/Bovine
GCF_017963565 ST192^^ 528 "Citrobacter braakii" 100.00% RefSeq Ext SAMN17012028 Environment Pakistan 2018 AN-PRR1 2016-2020 Environment
GCF_003665635 ST98 529 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729545 Human USA 2014 UMH13 2011-2015 Human
GCF_014337315 ST113^^ 297 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN08148334 Human USA NA MGH281C Unknown Human
GCF_900446885 ST100 530 "Citrobacter freundii" 100.00% RefSeq Ext SAMEA26392918 Unknown Unknown NA NA Unknown Unknown
GCF_015138175 ST143 531 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMD00195990 Unknown Unknown NA NA Unknown Unknown
GCF_013899035 ST193^^ 532 "Citrobacter portucalensis" 100.00% RefSeq Ext SAMN15148109 Bovine "United Kingdom" 2017 RHB14-C12 2016-2020 Swine/Bovine
GCF_001413045 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872767 Unknown USA 2011 "RU2 LB27" 2011-2015 Unknown
GCF_902506645 ST7^^ 18 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMEA6098292 Unknown Unknown NA NA Unknown Unknown
GCF_001413295 ST100 186 "Citrobacter freundii" 100.00% RefSeq Ext SAMN02872795 Unknown USA 2013 "RU2 BHI19" 2011-2015 Unknown
GCF_013738135 ST194^^ 534 "Citrobacter gillenii" 100.00% RefSeq Ext SAMN15148590 Environment "United Kingdom" 2017 RHBSTW-00355 2016-2020 Environment
GCF_003665655 ST132^^ 535 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07729552 Human USA 2012 HM38 2011-2015 Human
GCF_016503245 ST62 536 "Citrobacter freundii" 100.00% RefSeq Ext SAMN13621916 Human USA 2018 CB00132 2016-2020 Human
GCF_016504895 ST266 537 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435595 Human USA 2017 CB00052 2016-2020 Human
GCF_016893685 ST195^^ 538 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824657 Other Thailand NA Colony478 Unknown Other
GCF_902388105 ST25^^ 69 "Citrobacter gillenii" 100.00% RefSeq Ext SAMEA5852040 Unknown Unknown NA NA Unknown Unknown
GCF_016505505 ST246 540 "Citrobacter murliniae" 100.00% RefSeq Ext SAMN10435556 Human USA 2017 CB00011 2016-2020 Human
GCF_017114565 ST98 514 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_016893705 ST196^^ 542 "Citrobacter cronae" 100.00% RefSeq Ext SAMN17824656 Other Thailand NA Colony267 Unknown Other
GCF_009939625 ST197^^ 543 "Citrobacter braakii" 100.00% RefSeq Ext SAMN10613361 Avian "South Korea" 2013 S169 2011-2015 Avian
GCF_008364635 ST88 544 "Citrobacter braakii" 100.00% RefSeq Ext SAMN12560195 Plant Germany 2015 C8 2011-2015 Plant
GCF_016504545 ST391 545 "Citrobacter freundii" 100.00% RefSeq Ext SAMN10435610 Human USA 2018 CB00068 2016-2020 Human
GCF_016502145 ST405 548 "Citrobacter cronae" 100.00% RefSeq Ext SAMN13621906 Human USA 2018 CB00122 2016-2020 Human
GCF_014218795 ST198^^ 549 "Citrobacter freundii" 100.00% RefSeq Ext SAMN15746328 Human China 2018 CF1 2016-2020 Human
GCF_014803235 ST22 550 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205288 Human France 2017 149i9 2016-2020 Human
GCF_002871775 ST199^^ 551 "Citrobacter freundii" 100.00% RefSeq Ext SAMN07511396 Human USA 2015 UMB1094 2011-2015 Human
GCF_013790835 ST48^^ 132 "Citrobacter braakii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
GCF_018323885 ST50^^ 146 "Citrobacter amalonaticus" 100.00% RefSeq Ext SAMD00294600 Unknown Unknown NA NA Unknown Unknown
GCF_014803225 ST22 552 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205289 Human France 2017 149j4 2016-2020 Human
GCF_014803175 ST22 553 "Citrobacter freundii" 100.00% RefSeq Ext SAMN16205291 Human France 2017 149j6 2016-2020 Human
GCF_014712635 ST109 301 "Citrobacter braakii" 100.00% RefSeq Ext SAMN16177497 Avian China 2016 CC1 2016-2020 Avian
GCF_021417225 ST18 554 "Citrobacter freundii" 100.00% RefSeq Ext NA Unknown Unknown NA NA Unknown Unknown
