snp-dists 0.6.3,DB_3_D1,DB_3_F10,ERQ0043,ERQ0044,ERQ0045,ERQ0152,ERQ0154,ERQ0155,ERQ0156,ERQ0159,ERQ0160,ERQ0161,ERQ0162,ERQ0165,ERQ0169,ERQ0173,ERQ0186,ERQ0189,ERQ0192,ERQ0199,ERQ0200,ERQ0211,ERQ0212,ERQ0213,ERQ0216,ERQ0217,ERQ0222,ERQ0224,ERQ0225,ERQ0227,ERQ0230,ERQ0233,ERQ0241,ERQ0243,ERQ0246,ERQ0250,ERQ0251,ERQ0255,ERQ0259,ERQ0278,ERQ0310,ERQ0572,ERQ0672,ERQ0678,ERQ0681,ERQ0682,ERQ0685,ERQ0689,GCF_000018045,GCF_000155975,GCF_000158355,GCF_000238735,GCF_000342325,GCF_000388155,GCF_000521945,GCF_000521965,GCF_000582615,GCF_000692115,GCF_000731055,GCF_000734905,GCF_000764735,GCF_000783445,GCF_000783755,GCF_000783995,GCF_000786265,GCF_000786275,GCF_000826205,GCF_000835925,GCF_000937455,GCF_000937505,GCF_000972645,GCF_000981805,GCF_000982845,GCF_001022155,GCF_001022275,GCF_001276105,GCF_001276125,GCF_001281005,GCF_001471655,GCF_001546285,GCF_001546305,GCF_001552875,GCF_001558935,GCF_001559075,GCF_001718055,GCF_002042885,GCF_002073755,GCF_002114305,GCF_002151695,GCF_002185305,GCF_002208845,GCF_002208985,GCF_002786865,GCF_002796485,GCF_002796505,GCF_002843195,GCF_002863965,GCF_002871775,GCF_002880615,GCF_002903215,GCF_002903305,GCF_002918455,GCF_002918465,GCF_002918495,GCF_002918505,GCF_002918555,GCF_002918575,GCF_002918835,GCF_002918855,GCF_002918865,GCF_002918875,GCF_002918935,GCF_002919425,GCF_002919455,GCF_002919485,GCF_002919795,GCF_002919825,GCF_002923765,GCF_002934505,GCF_002939255,GCF_002946635,GCF_002947035,GCF_002947675,GCF_003015305,GCF_003019835,GCF_003175795,GCF_003184045,GCF_003226155,GCF_003255895,GCF_003665535,GCF_003665595,GCF_003665615,GCF_003665635,GCF_003665655,GCF_004322975,GCF_005280805,GCF_005280825,GCF_005280855,GCF_005280875,GCF_005280915,GCF_005280935,GCF_005280955,GCF_005280975,GCF_005281015,GCF_005281025,GCF_005281055,GCF_005281115,GCF_005281125,GCF_005281155,GCF_005281165,GCF_005281175,GCF_005281195,GCF_005281245,GCF_005281255,GCF_005281325,GCF_005281355,GCF_005406305,GCF_008931685,GCF_014332945,GCF_014333035,GCF_900079995,GCF_900080005,GCF_902387635,SD_2_G2,SD_5_A12,SD_5_D4,SD_9_A7,SD_9_B7,SD_9_C7,SD_9_H6,SG18_100_2_S18,SG18_109_2_S19,SG18_138_1_S32,SG18_138_2_S33,SG18_223_S110,SG18_227_S53,SG18_229_S54,SG18_265_S115,SG18_42_S4,SG18_8_S1
GCF_000155975,1245,1245,1257,1226,1257,1238,1238,1277,1239,1278,1227,1259,1278,1277,1271,1247,1247,1238,1227,1278,1246,1278,1245,1278,1278,1278,1227,1278,1245,1269,1250,1270,1255,1238,1278,1257,1277,1238,1238,1238,1239,1259,1288,1245,1245,1246,1245,1245,2623,0,1231,1241,1250,1253,1247,1263,1260,1228,2814,1260,2919,2633,1264,1225,1259,1260,1674,3074,1258,1251,1249,2850,1237,1258,1258,2830,2830,1234,2820,1246,2630,2630,2827,2816,1238,1228,1222,1024,2831,1017,1259,2631,1225,1226,1261,1237,2635,1264,2808,1277,1227,1280,1280,1280,1232,2775,1275,1249,1249,1258,1275,2775,1280,1280,1280,1277,1250,1266,1249,1280,1226,2624,2630,1247,1274,1257,2626,2626,1228,1277,1259,1258,1265,1246,1258,2185,2179,1663,1629,1266,1220,1020,1635,1675,1044,2190,1041,1020,1267,1283,1609,2192,1283,1023,1280,1077,2641,1256,1443,2835,1227,1218,1225,2829,1265,1240,1624,1284,1256,1624,1633,1633,1628,1628,1607,1628,1647,2181,1665,2190
GCF_000158355,671,668,682,172,682,662,662,1057,663,1058,173,672,1058,1057,1066,676,676,662,173,1058,671,1058,669,1058,1058,1058,173,1058,671,676,664,677,674,662,1058,668,1057,662,674,662,663,1054,1075,671,671,672,671,671,2682,1231,0,325,665,669,164,661,669,1014,2843,669,2922,2688,662,1009,1058,1078,1518,3163,671,653,1062,2873,661,671,671,2856,2856,186,2856,668,2680,2680,2861,2827,662,198,1000,1299,2857,1293,1069,2681,1014,126,659,231,2687,664,2823,1057,173,1069,1069,1069,995,2782,1066,680,680,671,689,2782,1069,1069,1069,1057,676,1066,680,1071,126,2675,2680,670,688,668,2677,2675,149,691,679,667,663,668,671,2135,2138,1456,1424,1071,162,1299,1458,1519,1276,2150,1268,1299,1072,1073,1414,2147,1076,1293,1068,1295,2674,681,1215,2860,1015,1004,1009,2853,1061,652,1388,1074,681,1388,1418,1418,1417,1417,1412,1412,1488,2139,1467,2150
GCF_000238735,702,702,713,297,713,699,699,1061,700,1062,298,721,1062,1061,1066,719,719,699,298,1062,712,1062,706,1062,1062,1062,298,1062,702,731,697,732,719,699,1062,707,1061,699,710,699,700,1048,1080,702,702,703,702,702,2681,1241,325,0,704,717,302,716,693,1019,2850,693,2920,2687,717,1008,1058,1071,1529,3170,720,694,1065,2880,698,720,720,2865,2865,323,2863,704,2683,2683,2865,2823,699,310,1005,1298,2866,1296,1065,2684,1023,312,714,334,2681,701,2820,1061,298,1074,1074,1074,1013,2795,1070,723,723,720,735,2795,1074,1074,1074,1061,709,1065,723,1077,312,2675,2683,699,734,707,2677,2672,300,737,713,705,718,704,720,2137,2139,1493,1450,1068,297,1298,1473,1530,1287,2149,1291,1298,1069,1074,1433,2151,1079,1296,1073,1318,2676,712,1238,2867,1017,1007,1008,2858,1061,691,1405,1078,712,1405,1452,1452,1453,1453,1431,1449,1497,2138,1500,2149
GCF_000342325,121,132,137,648,137,129,129,1098,130,1099,649,154,1099,1098,1100,129,129,129,649,1099,112,1099,136,1099,1099,1099,649,1099,121,192,127,193,160,129,1099,155,1098,129,104,129,130,1086,1107,121,121,122,121,121,2721,1250,665,704,0,179,671,177,149,1045,2881,149,2964,2721,178,1046,1093,1101,1460,3189,153,118,1096,2920,128,153,153,2905,2905,677,2903,139,2716,2716,2892,2867,129,676,1037,1302,2906,1308,1092,2717,1057,668,175,669,2722,150,2850,1098,649,1103,1103,1103,1053,2828,1100,133,133,153,186,2828,1103,1103,1103,1098,134,1098,133,1109,668,2704,2716,119,185,155,2706,2713,661,188,120,120,179,139,153,2156,2155,1409,1356,1102,663,1312,1373,1461,1290,2173,1291,1312,1103,1109,1322,2172,1111,1304,1108,1324,2712,136,1079,2899,1047,1036,1046,2892,1090,167,1300,1108,136,1300,1316,1316,1318,1318,1320,1317,1433,2162,1429,2173
GCF_000388155,164,189,190,664,190,160,160,1074,161,1075,665,151,1075,1074,1078,169,169,160,665,1075,204,1075,167,1075,1075,1075,665,1075,164,113,180,114,89,160,1075,200,1074,160,191,160,161,1087,1087,164,164,165,164,164,2720,1253,669,717,179,0,684,98,188,1034,2863,188,2946,2720,99,1035,1081,1107,1445,3167,150,181,1093,2903,159,150,150,2888,2888,690,2885,204,2717,2717,2876,2847,160,689,1027,1306,2889,1310,1094,2718,1039,680,96,688,2721,177,2835,1074,665,1082,1082,1082,1056,2814,1079,171,171,150,119,2814,1082,1082,1082,1074,187,1076,171,1087,680,2705,2717,164,118,200,2707,2712,673,121,201,184,100,204,150,2159,2157,1378,1360,1105,669,1313,1379,1446,1295,2170,1294,1313,1106,1085,1342,2172,1089,1301,1088,1318,2710,189,1057,2881,1046,1028,1035,2874,1071,151,1306,1085,189,1306,1290,1290,1292,1292,1340,1283,1417,2159,1405,2170
GCF_000521945,677,676,684,154,684,680,680,1061,681,1062,155,690,1062,1061,1065,687,687,680,155,1062,678,1062,687,1062,1062,1062,155,1062,677,695,672,696,681,680,1062,674,1061,680,680,680,681,1044,1073,677,677,678,677,677,2690,1247,164,302,671,684,0,674,670,995,2848,670,2938,2694,675,991,1056,1064,1518,3173,689,661,1059,2892,679,689,689,2864,2864,169,2864,674,2689,2689,2867,2825,680,157,984,1306,2865,1302,1059,2690,1003,164,672,206,2696,675,2822,1061,155,1074,1074,1074,1000,2784,1071,691,691,689,696,2784,1074,1074,1074,1061,678,1067,691,1067,164,2682,2689,675,695,674,2684,2684,152,698,682,673,676,674,689,2133,2134,1473,1429,1059,160,1305,1450,1519,1285,2147,1287,1305,1060,1075,1415,2145,1074,1302,1071,1305,2680,683,1224,2866,998,985,991,2858,1058,657,1390,1075,683,1390,1419,1419,1418,1418,1413,1416,1485,2138,1478,2147
GCF_000521965,171,163,187,656,187,162,162,1093,163,1094,657,137,1094,1093,1097,169,169,162,657,1094,205,1094,169,1094,1094,1094,657,1094,171,121,178,122,94,162,1094,162,1093,162,193,162,163,1102,1104,171,171,172,171,171,2720,1263,661,716,177,98,674,0,192,1041,2867,192,2943,2721,1,1038,1098,1123,1451,3163,136,187,1109,2901,161,136,136,2894,2894,684,2889,194,2717,2717,2880,2852,162,679,1033,1310,2895,1316,1112,2718,1042,670,2,680,2722,173,2838,1093,657,1101,1101,1101,1064,2811,1098,173,173,136,129,2811,1101,1101,1101,1093,184,1091,173,1104,670,2708,2717,178,128,162,2710,2712,667,131,209,184,2,194,136,2172,2170,1394,1366,1121,663,1321,1391,1452,1304,2185,1303,1321,1122,1104,1351,2183,1108,1307,1103,1328,2714,186,1070,2887,1052,1033,1038,2878,1090,156,1312,1102,186,1312,1310,1310,1312,1312,1349,1307,1423,2174,1419,2185
GCF_000582615,142,137,148,649,148,140,140,1089,141,1090,650,167,1090,1089,1091,163,163,140,650,1090,152,1090,147,1090,1090,1090,650,1090,142,196,134,197,179,140,1090,152,1089,140,141,140,141,1079,1098,142,142,143,142,142,2723,1260,669,693,149,188,670,192,0,1046,2884,0,2963,2725,193,1041,1084,1092,1472,3173,166,147,1087,2918,139,166,166,2904,2904,674,2901,136,2714,2714,2897,2869,140,678,1033,1306,2905,1316,1085,2715,1048,664,190,667,2726,173,2857,1089,650,1091,1091,1091,1052,2818,1088,167,167,166,189,2818,1091,1091,1091,1089,143,1089,167,1100,664,2708,2714,136,188,152,2710,2715,660,191,151,129,194,136,166,2139,2137,1407,1353,1093,660,1320,1374,1473,1294,2152,1295,1320,1094,1100,1336,2153,1102,1306,1099,1324,2712,147,1082,2902,1049,1031,1041,2893,1079,153,1304,1098,147,1304,1323,1323,1325,1325,1334,1322,1446,2141,1420,2152
GCF_000692115,1039,1040,1051,1000,1051,1019,1019,888,1020,889,1001,1039,889,888,884,1018,1018,1019,1001,889,1038,889,1026,889,889,889,1001,889,1039,1048,1035,1049,1025,1019,889,1052,888,1019,1041,1019,1020,898,891,1039,1039,1040,1039,1039,2684,1228,1014,1019,1045,1034,995,1041,1046,0,2868,1046,2949,2685,1042,132,885,900,1550,3167,1038,1036,900,2913,1018,1038,1038,2890,2890,996,2881,1028,2676,2676,2890,2847,1019,1000,93,1301,2891,1300,906,2677,95,1002,1039,1006,2683,1066,2839,888,1001,882,882,882,824,2792,877,1021,1021,1038,1066,2792,882,882,882,888,1045,885,1021,885,1002,2679,2676,1035,1065,1052,2681,2678,1000,1068,1051,1045,1043,1028,1038,2151,2149,1546,1520,911,1005,1288,1549,1551,1257,2179,1263,1288,912,886,1521,2163,887,1293,888,1291,2679,1050,1175,2885,112,100,132,2886,874,1007,1525,886,1050,1525,1501,1501,1491,1491,1519,1504,1522,2168,1541,2180
GCF_000731055,2870,2867,2887,2838,2887,2865,2865,2881,2866,2882,2839,2873,2882,2881,2882,2870,2870,2865,2839,2882,2871,2882,2869,2882,2882,2882,2839,2882,2870,2871,2868,2872,2873,2865,2882,2867,2881,2865,2881,2865,2866,2889,2890,2870,2870,2871,2870,2870,2624,2814,2843,2850,2881,2863,2848,2867,2884,2868,0,2884,1294,2633,2868,2875,2887,2896,2942,2592,2872,2867,2889,1289,2864,2872,2872,202,202,2845,206,2870,2628,2628,108,656,2865,2839,2866,2873,203,2862,2877,2629,2872,2836,2867,2858,2634,2879,656,2881,2839,2895,2895,2895,2867,2666,2896,2871,2871,2872,2883,2666,2895,2895,2895,2881,2881,2882,2871,2874,2836,2626,2628,2881,2882,2867,2628,2624,2847,2885,2873,2876,2869,2870,2872,3033,3041,2963,2940,2877,2844,2857,2956,2943,2901,3031,2902,2857,2878,2883,2933,3031,2878,2873,2889,2893,2630,2886,2916,125,2887,2871,2875,84,2884,2867,2960,2890,2886,2960,2920,2920,2915,2915,2931,2933,2938,3028,2946,3032
GCF_000734905,142,137,148,649,148,140,140,1089,141,1090,650,167,1090,1089,1091,163,163,140,650,1090,152,1090,147,1090,1090,1090,650,1090,142,196,134,197,179,140,1090,152,1089,140,141,140,141,1079,1098,142,142,143,142,142,2723,1260,669,693,149,188,670,192,0,1046,2884,0,2963,2725,193,1041,1084,1092,1472,3173,166,147,1087,2918,139,166,166,2904,2904,674,2901,136,2714,2714,2897,2869,140,678,1033,1306,2905,1316,1085,2715,1048,664,190,667,2726,173,2857,1089,650,1091,1091,1091,1052,2818,1088,167,167,166,189,2818,1091,1091,1091,1089,143,1089,167,1100,664,2708,2714,136,188,152,2710,2715,660,191,151,129,194,136,166,2139,2137,1407,1353,1093,660,1320,1374,1473,1294,2152,1295,1320,1094,1100,1336,2153,1102,1306,1099,1324,2712,147,1082,2902,1049,1031,1041,2893,1079,153,1304,1098,147,1304,1323,1323,1325,1325,1334,1322,1446,2141,1420,2152
GCF_000764735,2950,2944,2957,2922,2957,2935,2935,2971,2936,2972,2923,2954,2972,2971,2976,2946,2946,2935,2923,2972,2943,2972,2939,2972,2972,2972,2923,2972,2950,2950,2948,2951,2958,2935,2972,2944,2971,2935,2958,2935,2936,2979,2994,2950,2950,2951,2950,2950,2690,2919,2922,2920,2964,2946,2938,2943,2963,2949,1294,2963,0,2697,2944,2959,2981,2983,3017,2659,2953,2940,2985,1104,2934,2953,2953,1285,1285,2930,1282,2948,2698,2698,1289,1166,2935,2937,2950,2968,1286,2942,2972,2699,2947,2929,2943,2936,2699,2944,1165,2971,2923,2980,2980,2980,2937,2751,2978,2947,2947,2953,2961,2751,2980,2980,2980,2971,2948,2981,2947,2983,2929,2701,2698,2949,2960,2944,2703,2699,2922,2963,2956,2955,2945,2948,2953,3145,3146,3009,2993,2960,2927,2956,2994,3018,2982,3137,2977,2956,2961,2977,3001,3138,2976,2962,2974,2988,2700,2956,2993,1303,2968,2960,2959,1292,2978,2938,3011,2985,2956,3011,2972,2972,2970,2970,2999,2979,3013,3131,2992,3135
GCF_000783445,2723,2710,2722,2686,2722,2706,2706,2753,2707,2754,2687,2735,2753,2753,2740,2713,2713,2706,2687,2753,2709,2753,2712,2754,2754,2754,2687,2753,2723,2733,2716,2734,2723,2706,2754,2701,2753,2706,2716,2706,2707,2741,2757,2723,2723,2724,2723,2723,152,2633,2688,2687,2721,2720,2694,2721,2725,2685,2633,2725,2697,0,2722,2677,2747,2758,2791,2781,2734,2720,2739,2685,2705,2734,2734,2619,2619,2685,2625,2716,143,143,2623,2569,2706,2692,2686,2691,2620,2686,2742,144,2679,2685,2721,2694,33,2717,2561,2753,2687,2747,2747,2747,2727,2654,2747,2719,2719,2734,2742,2654,2747,2747,2747,2753,2721,2748,2719,2744,2685,137,143,2712,2741,2701,137,136,2699,2744,2725,2718,2723,2716,2734,2868,2873,2776,2762,2753,2692,2689,2760,2792,2701,2878,2713,2689,2754,2759,2741,2870,2763,2689,2759,2698,139,2721,2784,2636,2708,2678,2677,2630,2749,2708,2781,2755,2721,2781,2752,2752,2750,2750,2739,2744,2780,2872,2756,2878
GCF_000783755,172,164,188,657,188,163,163,1094,164,1095,658,138,1095,1094,1098,170,170,163,658,1095,206,1095,170,1095,1095,1095,658,1095,172,122,179,123,95,163,1095,163,1094,163,194,163,164,1103,1105,172,172,173,172,172,2721,1264,662,717,178,99,675,1,193,1042,2868,193,2944,2722,0,1039,1099,1124,1452,3164,137,188,1110,2902,162,137,137,2895,2895,685,2890,195,2718,2718,2881,2853,163,680,1034,1311,2896,1317,1113,2719,1043,671,3,681,2723,174,2839,1094,658,1102,1102,1102,1065,2812,1099,174,174,137,130,2812,1102,1102,1102,1094,185,1092,174,1105,671,2709,2718,179,129,163,2711,2713,668,132,210,185,3,195,137,2173,2171,1395,1367,1122,664,1322,1392,1453,1305,2186,1304,1322,1123,1105,1352,2184,1109,1308,1104,1329,2715,187,1071,2888,1053,1034,1039,2879,1091,157,1313,1103,187,1313,1311,1311,1313,1313,1350,1308,1424,2175,1420,2186
GCF_000783995,1033,1034,1045,999,1045,1016,1016,872,1017,873,1000,1040,873,872,873,1028,1028,1016,1000,873,1040,873,1023,873,873,873,1000,873,1033,1044,1039,1045,1033,1016,873,1048,872,1016,1039,1016,1017,879,882,1033,1033,1034,1033,1033,2674,1225,1009,1008,1046,1035,991,1038,1041,132,2875,1041,2959,2677,1039,0,873,890,1558,3182,1039,1042,885,2923,1015,1039,1039,2895,2895,991,2887,1031,2663,2663,2891,2852,1016,997,103,1304,2896,1310,889,2664,97,1002,1036,1000,2675,1063,2846,872,1000,867,867,867,807,2797,862,1031,1031,1039,1060,2797,867,867,867,872,1039,871,1031,874,1002,2673,2663,1029,1059,1048,2675,2669,996,1062,1049,1041,1040,1031,1039,2141,2137,1557,1533,894,1004,1301,1557,1559,1271,2165,1265,1301,895,876,1533,2151,879,1298,876,1292,2669,1044,1163,2894,114,104,0,2888,862,1013,1541,876,1044,1541,1516,1516,1506,1506,1531,1517,1530,2154,1550,2166
GCF_000786265,1077,1082,1100,1048,1100,1066,1066,171,1067,172,1049,1090,172,171,164,1089,1089,1066,1049,172,1095,172,1073,172,172,172,1049,172,1077,1089,1083,1090,1089,1066,172,1094,171,1066,1092,1066,1067,174,152,1077,1077,1078,1077,1077,2736,1259,1058,1058,1093,1081,1056,1098,1084,885,2887,1084,2981,2747,1099,873,0,169,1582,3199,1089,1091,167,2940,1065,1089,1089,2903,2903,1069,2902,1077,2733,2733,2903,2860,1066,1051,869,1315,2904,1319,181,2734,884,1046,1096,1068,2748,1100,2858,171,1049,130,130,130,917,2800,134,1091,1091,1089,1100,2800,130,130,130,171,1093,144,1091,168,1046,2737,2733,1083,1099,1094,2739,2732,1046,1102,1095,1098,1100,1077,1089,2147,2141,1577,1541,176,1049,1315,1569,1583,1320,2161,1309,1315,177,158,1544,2154,175,1299,162,1344,2736,1099,1186,2905,892,871,873,2896,160,1072,1545,168,1099,1545,1554,1554,1546,1546,1542,1555,1559,2152,1583,2162
GCF_000786275,1087,1094,1108,1059,1108,1083,1083,158,1084,159,1060,1115,159,158,196,1112,1112,1083,1060,159,1103,159,1090,159,159,159,1060,159,1087,1111,1091,1112,1113,1083,159,1110,158,1083,1101,1083,1084,171,172,1087,1087,1088,1087,1087,2748,1260,1078,1071,1101,1107,1064,1123,1092,900,2896,1092,2983,2758,1124,890,169,0,1607,3230,1114,1099,158,2945,1082,1114,1114,2917,2917,1071,2912,1091,2747,2747,2914,2873,1083,1062,886,1323,2918,1327,140,2748,902,1067,1121,1071,2759,1111,2876,158,1060,197,197,197,929,2828,195,1114,1114,1114,1115,2828,197,197,197,158,1101,173,1114,163,1067,2751,2747,1091,1114,1110,2753,2747,1060,1117,1101,1102,1125,1091,1114,2152,2150,1602,1556,131,1065,1322,1575,1608,1328,2166,1318,1322,132,149,1557,2162,148,1307,160,1359,2746,1107,1211,2918,909,887,890,2908,149,1094,1563,177,1107,1563,1581,1581,1573,1573,1555,1588,1585,2157,1613,2167
GCF_000826205,1458,1454,1468,1503,1468,1431,1431,1591,1432,1592,1504,1452,1592,1591,1587,1437,1437,1431,1504,1592,1466,1592,1434,1592,1592,1592,1504,1592,1458,1456,1459,1457,1435,1431,1592,1465,1591,1431,1442,1431,1432,1596,1588,1458,1458,1459,1458,1458,2782,1674,1518,1529,1460,1445,1518,1451,1472,1550,2942,1472,3017,2791,1452,1558,1582,1607,0,3222,1451,1452,1608,2976,1430,1451,1451,2951,2951,1527,2947,1452,2783,2783,2952,2914,1431,1520,1544,1694,2952,1687,1606,2784,1556,1510,1451,1518,2793,1470,2907,1591,1504,1586,1586,1586,1535,2863,1583,1439,1439,1451,1463,2863,1586,1586,1586,1591,1464,1591,1439,1586,1510,2769,2783,1463,1462,1465,2771,2770,1513,1465,1465,1455,1453,1452,1451,2236,2237,713,723,1605,1519,1683,745,1,1701,2251,1701,1683,1606,1593,788,2242,1592,1683,1589,1727,2779,1467,1468,2945,1569,1547,1558,2941,1582,1445,759,1601,1467,759,775,775,769,769,786,771,124,2239,711,2250
GCF_000835925,3174,3164,3187,3168,3187,3167,3167,3221,3168,3222,3169,3198,3221,3221,3225,3175,3175,3167,3169,3221,3180,3221,3172,3222,3222,3222,3169,3221,3174,3184,3178,3185,3176,3167,3222,3168,3221,3167,3175,3167,3168,3229,3237,3174,3174,3175,3174,3174,2773,3074,3163,3170,3189,3167,3173,3163,3173,3167,2592,3173,2659,2781,3164,3182,3199,3230,3222,0,3197,3171,3226,2661,3166,3197,3197,2601,2601,3174,2587,3186,2776,2776,2603,2541,3167,3179,3174,3143,2602,3134,3223,2777,3167,3162,3163,3167,2787,3171,2533,3221,3169,3220,3220,3220,3192,2938,3221,3177,3177,3197,3188,2938,3220,3220,3220,3221,3180,3223,3177,3232,3162,2776,2776,3172,3187,3168,2778,2772,3167,3190,3182,3184,3165,3186,3197,3338,3343,3232,3221,3221,3163,3146,3213,3223,3149,3338,3157,3146,3222,3220,3217,3340,3225,3133,3225,3171,2787,3186,3204,2609,3197,3179,3182,2596,3220,3164,3215,3232,3186,3215,3213,3213,3210,3210,3215,3219,3208,3330,3211,3337
GCF_000937455,142,128,163,668,163,112,112,1083,113,1084,669,1,1084,1083,1086,123,123,112,669,1084,163,1084,119,1084,1084,1084,669,1084,142,149,136,150,123,112,1084,150,1083,112,151,112,113,1095,1095,142,142,143,142,142,2731,1258,671,720,153,150,689,136,166,1038,2872,166,2953,2734,137,1039,1089,1114,1451,3197,0,165,1100,2902,111,0,0,2898,2898,694,2893,140,2726,2726,2886,2858,112,695,1034,1309,2899,1318,1103,2727,1043,687,134,701,2735,185,2842,1083,669,1090,1090,1090,1061,2825,1087,127,127,0,169,2825,1090,1090,1090,1083,161,1081,127,1095,687,2721,2726,140,168,150,2723,2723,678,171,161,154,138,140,0,2165,2163,1396,1362,1112,678,1322,1383,1452,1299,2180,1300,1322,1113,1095,1350,2178,1099,1306,1094,1326,2725,162,1077,2892,1051,1032,1039,2883,1077,134,1306,1095,162,1306,1302,1302,1304,1304,1348,1301,1424,2169,1408,2180
GCF_000937505,125,134,125,638,125,123,123,1096,124,1097,639,166,1097,1096,1098,145,145,123,639,1097,115,1097,130,1097,1097,1097,639,1097,125,208,105,209,172,123,1097,135,1096,123,118,123,124,1086,1105,125,125,126,125,125,2717,1251,653,694,118,181,661,187,147,1036,2867,147,2940,2720,188,1042,1091,1099,1452,3171,165,0,1094,2902,122,165,165,2894,2894,665,2889,145,2714,2714,2880,2853,123,665,1026,1308,2895,1310,1090,2715,1047,654,185,659,2721,86,2836,1096,639,1098,1098,1098,1046,2826,1095,149,149,165,190,2826,1098,1098,1098,1096,116,1096,149,1107,654,2704,2714,123,189,135,2706,2711,645,192,124,88,189,145,165,2148,2148,1397,1343,1100,649,1312,1354,1453,1290,2166,1289,1312,1101,1107,1314,2164,1109,1308,1106,1326,2710,124,1080,2887,1040,1032,1042,2878,1088,136,1280,1105,124,1280,1301,1301,1303,1303,1312,1302,1424,2155,1412,2166
GCF_000972645,1082,1089,1105,1053,1105,1075,1075,184,1076,185,1054,1101,185,184,183,1100,1100,1075,1054,185,1098,185,1082,185,185,185,1054,185,1082,1096,1088,1097,1099,1075,185,1101,184,1075,1095,1075,1076,155,173,1082,1082,1083,1082,1082,2724,1249,1062,1065,1096,1093,1059,1109,1087,900,2889,1087,2985,2739,1110,885,167,158,1608,3226,1100,1094,0,2941,1074,1100,1100,2912,2912,1067,2909,1080,2728,2728,2911,2867,1075,1052,884,1311,2913,1316,160,2729,898,1059,1107,1063,2740,1106,2868,184,1054,207,207,207,923,2819,213,1102,1102,1100,1110,2819,207,207,207,184,1098,157,1102,183,1059,2732,2728,1084,1109,1101,2734,2723,1053,1112,1094,1097,1111,1080,1100,2148,2145,1601,1549,165,1051,1311,1573,1609,1317,2164,1303,1311,166,181,1551,2155,186,1293,187,1348,2728,1104,1204,2913,905,886,885,2903,181,1084,1555,175,1104,1555,1569,1569,1561,1561,1549,1574,1585,2155,1602,2165
GCF_000981805,2905,2904,2916,2880,2916,2886,2886,2926,2887,2927,2881,2903,2927,2926,2926,2890,2890,2886,2881,2927,2907,2927,2890,2927,2927,2927,2881,2927,2905,2902,2896,2903,2911,2886,2927,2906,2926,2886,2915,2886,2887,2937,2937,2905,2905,2906,2905,2905,2685,2850,2873,2880,2920,2903,2892,2901,2918,2913,1289,2918,1104,2685,2902,2923,2940,2945,2976,2661,2902,2902,2941,0,2887,2902,2902,1284,1284,2892,1285,2907,2687,2687,1278,1155,2886,2897,2915,2874,1285,2862,2925,2688,2912,2885,2901,2896,2688,2908,1152,2926,2881,2937,2937,2937,2923,2717,2936,2891,2891,2902,2924,2717,2937,2937,2937,2926,2911,2934,2891,2925,2885,2698,2687,2915,2923,2906,2700,2680,2880,2926,2907,2910,2903,2907,2902,3072,3071,2956,2934,2922,2875,2864,2944,2977,2908,3073,2905,2864,2923,2926,2944,3066,2930,2865,2932,2924,2689,2915,2927,1295,2930,2918,2923,1284,2935,2891,2962,2935,2915,2962,2931,2931,2930,2930,2942,2941,2961,3068,2936,3072
GCF_000982845,95,110,153,652,153,1,1,1060,2,1061,653,112,1061,1060,1062,108,108,1,653,1061,138,1061,8,1061,1061,1061,653,1061,95,164,111,165,154,1,1061,151,1060,1,106,1,2,1067,1067,95,95,96,95,95,2697,1237,661,698,128,159,679,161,139,1018,2864,139,2934,2705,162,1015,1065,1082,1430,3166,111,122,1074,2887,0,111,111,2889,2889,679,2884,145,2696,2696,2877,2846,1,685,1010,1288,2890,1296,1076,2697,1025,670,159,671,2706,150,2831,1060,653,1063,1063,1063,1038,2816,1060,112,112,111,180,2816,1063,1063,1063,1060,144,1058,112,1067,670,2691,2696,115,179,151,2693,2697,667,182,146,123,163,145,111,2128,2128,1376,1343,1081,665,1300,1364,1431,1277,2145,1276,1300,1082,1069,1326,2144,1071,1286,1066,1309,2693,152,1054,2882,1027,1008,1015,2875,1048,143,1291,1065,152,1291,1283,1283,1283,1283,1324,1280,1402,2134,1393,2145
GCF_001022155,142,128,163,668,163,112,112,1083,113,1084,669,1,1084,1083,1086,123,123,112,669,1084,163,1084,119,1084,1084,1084,669,1084,142,149,136,150,123,112,1084,150,1083,112,151,112,113,1095,1095,142,142,143,142,142,2731,1258,671,720,153,150,689,136,166,1038,2872,166,2953,2734,137,1039,1089,1114,1451,3197,0,165,1100,2902,111,0,0,2898,2898,694,2893,140,2726,2726,2886,2858,112,695,1034,1309,2899,1318,1103,2727,1043,687,134,701,2735,185,2842,1083,669,1090,1090,1090,1061,2825,1087,127,127,0,169,2825,1090,1090,1090,1083,161,1081,127,1095,687,2721,2726,140,168,150,2723,2723,678,171,161,154,138,140,0,2165,2163,1396,1362,1112,678,1322,1383,1452,1299,2180,1300,1322,1113,1095,1350,2178,1099,1306,1094,1326,2725,162,1077,2892,1051,1032,1039,2883,1077,134,1306,1095,162,1306,1302,1302,1304,1304,1348,1301,1424,2169,1408,2180
