ID	ST_new	Cluster__autocolour	bacsort_species	match	collection	Int_Ext	biosample	Source	Country	Date	strain
GCF_014859035	placeholder_ST159	463	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN16367710	Human	USA	"NA"	CJ25
GCF_014802995	22	464	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205300	Human	France	2018	179H5
GCF_016906145	placeholder_ST160	465	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN17843180	Other	Thailand	"NA"	Colony470
GCF_013730455	17	466	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148717	Environment	United Kingdom	2017	RHBSTW-00857
GCF_014802945	22	467	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205302	Human	France	2018	179H9
GCF_014596855	placeholder_ST129	360	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN15963936	Other	Germany	2015	C6_2
GCF_018439745	22	470	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371803	Human	Germany	2017	NRZ-31836
GCF_016505085	62	471	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435584	Human	USA	2017	CB00040
GCF_019661085	328	472	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN20568150	Human	China	2013	CF-13-34
GCF_008693645	placeholder_ST161	473	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11056331	Human	USA	"NA"	FDAARGOS_616
GCF_000692115	placeholder_ST162	474	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN02581388	Human	USA	2013	MGH 56
GCF_003362775	314	475	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09694014	Human	USA	2017	1-RC-17-03941
GCF_001413125	placeholder_ST76	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872771	"NA"	USA	2011	RU2 LB31
GCF_016894025	31	476	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824639	Other	Thailand	"NA"	Colony510
GCF_020889185	placeholder_ST143	477	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMD00412811	"NA"	"NA"	"NA"	"NA"
GCF_016504015	184	478	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12220300	Human	USA	2018	CB00093
GCF_018444505	8	479	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371962	Human	Germany	2017	Survcare050
GCF_013726215	placeholder_ST163	480	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148744	Environment	United Kingdom	2017	RHBSTW-00923
GCF_020593155	525	438	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN22167555	Human	USA	"NA"	DFI.7.5
GCF_000982845	150	481	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN03325972	Environmental facility	United Kingdom	2009	SA79
GCF_009647535	placeholder_ST164	482	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13064487	Canine	China	2018	MY49
GCF_019731375	20	483	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN14389579	Human	China	2020	K54_2
GCF_001022685	placeholder_ST165	484	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03732718	Human	USA	2007	GN02600
GCF_003665675	placeholder_ST166	485	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729548	Human	USA	2014	UMH16
GCF_009910785	placeholder_ST167	486	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12096240	Environment	South Korea	2018	HK1
GCF_004331635	88	487	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10437854	Other	Canada	2010	HH9
GCF_009881155	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945274	Human	USA	2015	BIOML-A3
GCF_014802845	22	488	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205307	Human	France	2018	179I5
GCF_016504005	156	489	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220297	Human	USA	2018	CB00090
GCF_004305705	placeholder_ST168	490	Citrobacter freundii	100.00%	RefSeq	Ext	SAMD00143536	"NA"	"NA"	"NA"	"NA"
GCF_016502965	98	491	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339990	Human	USA	2019	CB00148
GCF_013747275	placeholder_ST78	492	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148649	Environment	United Kingdom	2017	RHBSTW-00535
GCF_015134935	placeholder_ST98	493	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195867	"NA"	"NA"	"NA"	"NA"
GCF_002114305	104	494	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN06660612	Human	India	2014	AK-8
GCF_905232395	placeholder_ST169	495	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA7962729	"NA"	"NA"	"NA"	"NA"
GCF_019270235	225	496	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824629	Other	Thailand	"NA"	Colony270
GCF_016507635	392	498	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435613	Human	USA	2018	CB00071
GCF_016406035	placeholder_ST170	499	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17050479	Environment	China	2019	Sb-2
GCF_016503265	162	500	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_900079785	placeholder_ST19	501	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA3932379	"NA"	"NA"	"NA"	"NA"
GCF_004153245	22	502	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644682	Human	France	2017	109A10
GCF_016133805	165	505	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN10600579	Human	China	2015	NJGLYY3839-CR
GCF_005281015	placeholder_ST122	506	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN11369633	"NA"	Poland	"NA"	wls715
GCF_902506715	placeholder_ST7	19	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098290	"NA"	"NA"	"NA"	"NA"
GCF_016505645	238	507	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN10435546	Human	USA	2017	CB00001
GCF_004004705	22	508	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644708	Environmental facility	France	2017	064B9
GCF_905335675	placeholder_ST171	509	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA8158486	"NA"	"NA"	"NA"	"NA"
GCF_900169625	placeholder_ST78	510	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA103915302	"NA"	"NA"	"NA"	"NA"
GCF_018423195	107	511	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372992	Human	Germany	2019	Survcare306
GCF_014855935	488	184	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220002	Environmental facility	Germany	2014	CF16178
GCF_001413035	placeholder_ST76	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872765	"NA"	USA	2011	RU2 LB25
GCF_000582615	placeholder_ST92	271	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02951916	"NA"	"NA"	"NA"	RLS1
GCF_009876715	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945283	Human	USA	2015	BIOML-A12
GCF_013604545	150	512	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_015135215	143	513	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195870	"NA"	"NA"	"NA"	"NA"
GCF_021440745	placeholder_ST172	514	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN24245036	Mollusc	Portugal	2019	INSAq485
GCF_016501285	409	515	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16340010	Human	USA	2019	CB00169
GCF_010365585	placeholder_ST173	516	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13951913	Environment	Switzerland	2019	62
GCF_010597685	187	517	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN12250649	Human	USA	2014	AS012330
GCF_003204265	placeholder_ST174	518	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN04014998	"NA"	"NA"	"NA"	AR_0157
GCF_001037495	placeholder_ST175	519	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMN03280166	Human	"NA"	2014	MGH106
GCF_013724425	placeholder_ST48	520	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_905232515	22	521	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA7962742	"NA"	"NA"	"NA"	"NA"
GCF_020341495	placeholder_ST94	522	Citrobacter werkmanii	100.00%	RefSeq	Ext	SAMN21402691	"NA"	Germany	"NA"	FDAARGOS_1524
GCF_009876765	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945280	Human	USA	2015	BIOML-A9
GCF_018445825	540	523	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371900	Human	Germany	2019	sc19444294-1
GCF_016505025	185	524	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435589	Human	USA	2017	CB00045
GCF_905232555	18	525	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_002417535	156	526	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06106878	Human	South Africa	2013	CF004
GCF_016503115	placeholder_ST176	527	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13621914	Human	USA	2018	CB00130
GCF_018446995	96	528	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17372126	Human	Germany	2019	Survcare235
GCF_003687835	22	529	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10252246	"NA"	Germany	2017	1019002
ERQ0152	150	327	Citrobacter freundii	99.46%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_902160945	placeholder_ST154	441	Citrobacter braakii	100.00%	RefSeq	Ext	SAMEA104567599	"NA"	"NA"	"NA"	"NA"
GCF_014103735	166	530	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148551	Environment	United Kingdom	2017	RHBSTW-00228
GCF_002252065	257	262	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN06820763	Environment	China	2016	181
GCF_016503575	415	531	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12220324	Human	USA	2018	CB00119
GCF_016502085	placeholder_ST177	532	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13621911	Human	USA	2018	CB00127
GCF_002042945	placeholder_ST178	533	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN06214716	"NA"	Portugal	2008	A316
GCF_008373795	placeholder_ST179	534	Citrobacter pasteurii	100.00%	RefSeq	Ext	SAMN09744871	Mollusc	Portugal	2017	BA18
GCF_018442425	18	535	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372039	Human	Germany	2018	Survcare120
GCF_019764095	placeholder_ST180	536	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN12349728	Human	Germany	"NA"	KE3526
GCF_002843195	45	537	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148594	Plant	Nigeria	2017	MBTC-1222
GCF_002239605	placeholder_ST181	538	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06820760	Environment	China	2016	C1710
GCF_013170055	169	539	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07291393	Human	Colombia	2015	C2-135
GCF_001702455	415	540	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_015668675	placeholder_ST182	541	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15533019	Human	USA	2017	1001311H_170123_E11
GCF_014802955	22	542	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205301	Human	France	2018	179H7
GCF_016503685	placeholder_ST183	543	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN12220316	Human	USA	2018	CB00111
GCF_013705425	placeholder_ST184	544	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148632	Environment	United Kingdom	2017	RHBSTW-00488
GCF_013170035	placeholder_ST185	545	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07291392	Human	Colombia	2015	C2-132
GCF_013797345	placeholder_ST48	546	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148456	Environment	United Kingdom	2017	RHBSTW-00021
GCF_013590555	150	512	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_003665595	307	547	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729547	Human	USA	2014	UMH15
GCF_019802365	104	548	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11855544	Environment	Nigeria	2017	EC_21
GCF_018438555	22	549	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371866	Human	Germany	2017	sc17286987
GCF_018447695	415	550	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17372077	Human	Germany	2018	Survcare165
GCF_018446095	232	551	Citrobacter portucalensis	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_013796805	110	552	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_013371705	19	553	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13737474	Human	China	2018	ZY198
GCF_003070705	62	554	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN08942770	Human	Argentina	2017	164
GCF_001413155	placeholder_ST186	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872773	"NA"	USA	2011	RU2 LB33
GCF_003665615	212	555	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729546	Human	USA	2014	UMH14
GCF_021228875	170	556	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN23799674	Human	China	2017	K218
SD_9_B7	295	557	Citrobacter braakii	99.60%	Gull	Int	"NA"	Gull	Australia	2019	"NA"
GCF_010590925	placeholder_ST187	558	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12250749	Human	USA	2016	AS012430
GCF_002919795	110	64	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN03455988	"NA"	USA	2014	CFNIH5
GCF_018446195	18	559	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371879	Human	Germany	2018	sc18364826
GCF_009881185	placeholder_ST34	86	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMN11945275	Human	USA	2015	BIOML-A4
GCF_013368465	116	560	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082848	Human	USA	2014	YDC638-3
GCF_016905635	98	561	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_002923765	362	562	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN07318042	Other	Canada	2009	HH1
GCF_003195445	144	564	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09266862	Human	USA	2017	WUSM_CF_61
GCF_902807305	328	565	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMEA6574546	"NA"	"NA"	"NA"	"NA"
GCF_004005165	22	566	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644707	Environmental facility	France	2017	064B8
GCF_001952715	79	326	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN06215934	Avian	China	2015	SCC4
GCF_013729795	placeholder_ST5	567	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_015673475	placeholder_ST35	143	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304213	Swine	Canada	2017	Res13-Lact-PEC03-10
GCF_020695525	95	425	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014104295	128	568	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN15148458	Environment	United Kingdom	2017	RHBSTW-00029
GCF_014855735	placeholder_ST71	570	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12219629	Environment	Germany	2017	CB13459-7
GCF_018420725	327	571	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17373116	Human	Germany	2019	Survcare457
GCF_018441905	placeholder_ST188	572	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN17372066	Human	Germany	2018	Survcare154
GCF_005280875	placeholder_ST189	573	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN11369640	"NA"	Poland	"NA"	wls827
GCF_003665555	placeholder_ST190	574	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN07729550	Human	USA	2013	UMH18
GCF_004327735	22	575	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10794296	"NA"	USA	2015	ACFMW
GCF_005280975	placeholder_ST191	576	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN11369634	"NA"	Poland	"NA"	wls716
GCF_012952665	307	577	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_015674675	placeholder_ST35	143	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16304139	Swine	Canada	2017	Res13-Lact-EC05-13
GCF_017963565	placeholder_ST192	578	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17012028	Environment	Pakistan	2018	AN-PRR1
GCF_003665635	98	579	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729545	Human	USA	2014	UMH13
GCF_014337315	placeholder_ST113	315	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN08148334	Human	USA	"NA"	MGH281C
GCF_900446885	100	580	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA26392918	"NA"	"NA"	"NA"	"NA"
GCF_015138175	143	581	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195990	"NA"	"NA"	"NA"	"NA"
GCF_013899035	placeholder_ST193	582	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148109	Bovine	United Kingdom	2017	RHB14-C12
GCF_001413045	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872767	"NA"	USA	2011	RU2 LB27
GCF_902506645	placeholder_ST7	19	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098292	"NA"	"NA"	"NA"	"NA"
GCF_001413295	100	195	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872795	"NA"	USA	2013	RU2 BHI19
GCF_013738135	placeholder_ST194	584	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148590	Environment	United Kingdom	2017	RHBSTW-00355
GCF_003665655	placeholder_ST132	585	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07729552	Human	USA	2012	HM38
GCF_016503245	62	586	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN13621916	Human	USA	2018	CB00132
GCF_016504895	266	587	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435595	Human	USA	2017	CB00052
GCF_016893685	placeholder_ST195	588	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824657	Other	Thailand	"NA"	Colony478
GCF_902388105	placeholder_ST25	71	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMEA5852040	"NA"	"NA"	"NA"	"NA"
GCF_016505505	246	590	Citrobacter murliniae	100.00%	RefSeq	Ext	SAMN10435556	Human	USA	2017	CB00011
GCF_017114565	98	592	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_016893705	placeholder_ST196	593	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN17824656	Other	Thailand	"NA"	Colony267
GCF_009939625	placeholder_ST197	594	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN10613361	Avian	South Korea	2013	S169
GCF_008364635	88	595	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN12560195	Plant	Germany	2015	C8
GCF_016504545	391	596	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10435610	Human	USA	2018	CB00068
GCF_016502145	405	599	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN13621906	Human	USA	2018	CB00122
GCF_014218795	placeholder_ST198	600	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN15746328	Human	China	2018	CF1
GCF_014803235	22	601	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205288	Human	France	2017	149i9
GCF_002871775	placeholder_ST199	602	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN07511396	Human	USA	2015	UMB1094
GCF_013790835	placeholder_ST48	603	Citrobacter braakii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_018323885	placeholder_ST50	149	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMD00294600	"NA"	"NA"	"NA"	"NA"
GCF_014803225	22	604	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205289	Human	France	2017	149j4
GCF_014803175	22	605	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205291	Human	France	2017	149j6
GCF_014712635	109	319	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN16177497	Avian	China	2016	CC1
GCF_021417225	18	607	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_013706575	placeholder_ST194	608	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148558	Environment	United Kingdom	2017	RHBSTW-00269
GCF_019382615	placeholder_ST200	609	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN17843181	Other	Thailand	"NA"	Colony322
GCF_014856075	252	451	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN12219996	Human	Germany	2014	CF13069
GCF_001880795	18	610	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_002918835	167	611	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN04286973	"NA"	USA	2015	CFNIH6
GCF_013336895	116	612	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN14082855	Human	USA	2019	YDC876
GCF_005281125	32	613	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN11369626	"NA"	Poland	"NA"	wls707
GCF_001037485	placeholder_ST113	315	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN03280165	Human	"NA"	2014	MGH105
GCF_015135075	143	614	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMD00195868	"NA"	"NA"	"NA"	"NA"
GCF_009660335	placeholder_ST201	615	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN08043190	Environment	Netherlands	2014	soB4
GCF_018445725	396	616	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371903	Human	Germany	2019	sc19446287
ERQ0161	22	617	Citrobacter freundii	99.62%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
DB_3_F10	placeholder_ST202	618	Citrobacter freundii	98.77%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"
GCF_019270195	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824631	Other	Thailand	"NA"	Colony363
GCF_019800135	415	619	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12349711	Human	Germany	"NA"	KE4473
DB_5_F12	placeholder_ST23	620	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2020	"NA"
GCF_000313895	169	91	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02471429	Environment	Malaysia	2004	L17
GCF_001413075	100	621	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN02872768	"NA"	USA	2011	RU2 LB28
GCF_014855635	22	622	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12219572	Human	Germany	2013	CF08698
GCF_016502245	240	106	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN10435559	Other	USA	2017	CB00015
ERQ0310	150	623	Citrobacter freundii	99.47%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
ERQ0230	114	624	Citrobacter freundii	99.84%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_013458095	171	625	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN13520946	Human	China	2017	172116965
GCF_013727235	110	626	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15148737	Environment	United Kingdom	2017	RHBSTW-00903
GCF_018440275	18	627	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN17371780	Human	Germany	2018	bk18035705
GCF_016501915	116	628	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16339982	Human	USA	2018	CB00139
GCF_004004895	91	630	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644693	Human	France	2017	122000000000
GCF_904859905	8	632	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA3357462	"NA"	"NA"	"NA"	"NA"
ERQ0159	110	633	Citrobacter braakii	99.85%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_019270455	placeholder_ST105	292	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN17824621	Other	Thailand	"NA"	Colony370
GCF_001880835	11	634	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN05447746	Human	Spain	2013	CF10_ST11
GCF_016501085	412	635	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16340011	Human	USA	2019	CB00170
GCF_014903525	128	637	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN08148234	Human	USA	"NA"	MGH195
GCF_019731875	216	638	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12349708	Human	Germany	"NA"	KE4387
GCF_001037515	placeholder_ST203	639	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN03280168	Human	"NA"	2014	MGH110
GCF_016939595	65	408	Citrobacter freundii	100.00%	RefSeq	Ext	"NA"	"NA"	"NA"	"NA"	"NA"
GCF_014803195	placeholder_ST204	640	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN16205290	Human	France	2017	149j5
ERQ0225	116	642	Citrobacter freundii	99.44%	Wastewater	Int	"NA"	Wastewater	Australia	2019	"NA"
GCF_000398865	225	643	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN00847668	"NA"	"NA"	"NA"	KTE32
GCF_017151495	388	200	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659127	Avian	China	2019	F2R
GCF_013899405	placeholder_ST205	647	Citrobacter portucalensis	100.00%	RefSeq	Ext	SAMN15148082	Bovine	United Kingdom	2017	RHB12-C12
GCF_014901845	423	649	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN08148200	Human	USA	"NA"	UCI152
GCF_902160715	95	650	Citrobacter freundii	100.00%	RefSeq	Ext	SAMEA104567567	"NA"	"NA"	"NA"	"NA"
GCF_016501525	placeholder_ST112	311	Citrobacter europaeus	100.00%	RefSeq	Ext	SAMN16339999	Human	USA	2019	CB00157
GCF_016501815	20	651	Citrobacter cronae	100.00%	RefSeq	Ext	SAMN16339988	Human	USA	2019	CB00146
GCF_002151815	187	653	Citrobacter youngae	100.00%	RefSeq	Ext	SAMN04521901	Human	USA	2015	MGH152
GCF_004024365	11	654	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN09289739	Environment	USA	2017	GEO_21_Eff_A
GCF_017151545	388	200	Citrobacter braakii	100.00%	RefSeq	Ext	SAMN15659130	Avian	China	2019	F6
GCF_013785085	placeholder_ST206	655	Citrobacter gillenii	100.00%	RefSeq	Ext	SAMN15148628	Environment	United Kingdom	2017	RHBSTW-00477
GCF_008180565	114	657	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN12628157	Human	USA	2019	KCJ3K347
GCF_902506735	placeholder_ST7	19	Citrobacter amalonaticus	100.00%	RefSeq	Ext	SAMEA6098291	"NA"	"NA"	"NA"	"NA"
SD_5_D4	341	658	Citrobacter freundii	99.61%	Gull	Int	"NA"	Gull	Australia	2019	"NA"
GCF_004005235	22	659	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644700	Environmental facility	France	2017	109A5
GCF_004004715	22	660	Citrobacter freundii	100.00%	RefSeq	Ext	SAMN10644706	Environmental facility	France	2017	064B7
